"Time","data"
0,0,0.000201465,0.0239114
0.002,0,0.000906593,0.0238185
0.004,0,0.000503663,0.0237267
0.006,0,0.00110806,0.0236353
0.008,0,0.000302198,0.0235445
0.01,0,0.000201465,0.0234544
0.012,0,0.000503663,0.0233654
0.014,0,-0.000100733,0.0232767
0.016,0,0.000503663,0.0231887
0.018,0,0.000503663,0.0231012
0.02,0,0.000201465,0.0230148
0.022,0,0.00120879,0.0229287
0.024,0,0.00100733,0.0228433
0.026,0,0.000503663,0.0227585
0.028,0,0.000805861,0.0226744
0.03,0,0.000906593,0.0225911
0.032,0,0.000805861,0.0225082
0.034,0,0.000805861,0.0224257
0.036,0,0.00040293,0.0223443
0.038,0,0.000503663,0.022263
0.04,0,0.00110806,0.0221826
0.042,0,0.000503663,0.0221029
0.044,0,0.00040293,0.0220235
0.046,0,0.00100733,0.0219447
0.048,0,0.00100733,0.0218664
0.05,0,0.000503663,0.0217887
0.052,0,0.00100733,0.0217115
0.054,0,0.00110806,0.0216351
0.056,0,0.00110806,0.0215592
0.058,0,0.00040293,0.0214836
0.06,0,0.00120879,0.0214086
0.062,0,0.000604396,0.0213341
0.064,0,0.000302198,0.0212604
0.066,0,0.000705128,0.0211868
0.068,0,0.000906593,0.0211138
0.07,0,0.00100733,0.0210417
0.072,0,-0.000302198,0.0209697
0.074,0,0.000302198,0.0208982
0.076,0,0,0.0208273
0.078,0,0.00141026,0.0207568
0.08,0,0.000604396,0.0206867
0.082,0,0.000604396,0.0206173
0.084,0,0.000604396,0.0205482
0.086,0,-0.000100733,0.0204796
0.088,0,0.000201465,0.0204117
0.09,0,0.000805861,0.020344
0.092,0,0.00100733,0.0202767
0.094,0,0.00040293,0.0202098
0.096,0,0.000906593,-0.0201436
0.098,0,0.00100733,-0.0200777
0.1,0,0.000805861,-0.0200122
0.102,0,0.000604396,-0.0199471
0.104,0,0.000100733,-0.0198824
0.106,0,0.00040293,-0.0198182
0.108,0,0.000805861,-0.0197544
0.11,0,0.00110806,-0.019691
0.112,0,0.000906593,-0.019628
0.114,0,0.000201465,-0.0195656
0.116,0,0.000302198,-0.0195034
0.118,0,0.000805861,-0.0194416
0.12,0,0.000805861,-0.01938
0.122,0,0.00100733,-0.0193191
0.124,0,0.00120879,-0.0192583
0.126,0,0.000805861,-0.0191982
0.128,0,0.000302198,-0.0191384
0.13,0,0.000503663,-0.0190787
0.132,0,0.000705128,-0.0190196
0.134,0,0.000201465,-0.0189608
0.136,0,0.00040293,-0.0189024
0.138,0,0.00040293,-0.0188444
0.14,0,0.000805861,-0.0187867
0.142,0,0.000503663,-0.0187293
0.144,0,0.000201465,-0.0186723
0.146,0,0.000503663,-0.0186157
0.148,0,0.00100733,-0.0185594
0.15,0,0.000705128,-0.0185036
0.152,0,0.00040293,-0.0184478
0.154,0,0,-0.0183924
0.156,0,0.000302198,-0.0163594
0.158,0,-0.00040293,-0.0163594
0.16,0,0.000302198,-0.0163594
0.162,0,0.000604396,-0.0163594
0.164,0,0.00110806,-0.0163594
0.166,0,0.000705128,-0.0163594
0.168,0,0.00040293,-0.0163594
0.17,0,0.000805861,-0.0163594
0.172,0,0.000604396,-0.0163594
0.174,0,-0.000100733,-0.0163594
0.176,0,0.00120879,-0.0163594
0.178,0,0.000302198,-0.0163594
0.18,0,0.000906593,-0.0163594
0.182,0,0.000805861,-0.0163594
0.184,0,0.000302198,-0.0163594
0.186,0,0.000302198,-0.0163594
0.188,0,0.000302198,-0.0163594
0.19,0,0.000100733,-0.0163594
0.192,0,0,-0.0163594
0.194,0,0.000201465,-0.0163594
0.196,0,0.000604396,-0.0163594
0.198,0,0.000201465,-0.0163594
0.2,0,0.000805861,-0.0163594
0.202,0,0.000805861,-0.0163594
0.204,0,0.00110806,-0.0163594
0.206,0,0.000302198,-0.0163594
0.208,0,0.000604396,-0.0163594
0.21,0,0.000604396,-0.0163594
0.212,0,0.00040293,-0.0163594
0.214,0,-0.00040293,-0.0163594
0.216,0,0.000705128,-0.0163594
0.218,0,0.000805861,-0.0163594
0.22,0,0.000604396,-0.0163594
0.222,0,0.00110806,-0.0163594
0.224,0,0.000100733,-0.0163594
0.226,0,0.00040293,-0.0163594
0.228,0,0.00040293,-0.0163594
0.23,0,0.00040293,-0.0163594
0.232,0,0.00040293,-0.0163594
0.234,0,0.00110806,-0.0163594
0.236,0,0.000906593,-0.0163594
0.238,0,0.000604396,-0.0163594
0.24,0,0.000705128,-0.0163594
0.242,0,0.000503663,-0.0163594
0.244,0,0.000201465,-0.0163594
0.246,0,0.00141026,-0.0163594
0.248,0,0.000503663,-0.0163594
0.25,0,0.000302198,-0.0163594
