"Time","angle"
1.576,0
1.58,0
1.584,0
1.588,0
1.592,0
1.596,0
1.6,0
1.604,0
1.608,0
1.612,0
1.616,0
1.62,0
1.624,0
1.628,0
1.632,0
1.636,0
1.64,0
1.644,0
1.648,0
1.652,0
1.656,0
1.66,0
1.664,0
1.668,0
1.672,0
1.676,0
1.68,0
1.684,0
1.688,0
1.692,0
1.696,0
1.7,0
1.704,0
1.708,0
1.712,0
1.716,0
1.72,0
1.724,0
1.728,0
1.732,0
1.736,0
1.74,0
1.744,0
1.748,0
1.752,0
1.756,0
1.76,0
1.764,0
1.768,0
1.772,0
1.776,0
1.78,0
1.784,0
1.788,0
1.792,0
1.796,0
1.8,0
1.804,0
1.808,0
1.812,0
1.816,0
1.82,0.175781
1.824,0.175781
1.828,0.175781
1.832,0.175781
1.836,0.175781
1.84,0.175781
1.844,0.175781
1.848,0.175781
1.852,0.175781
1.856,0.175781
1.86,0.175781
1.864,0.175781
1.868,0.175781
1.872,0.175781
1.876,0.351562
1.88,0.351562
1.884,0.351562
1.888,0.351562
1.892,0.351562
1.896,0.351562
1.9,0.351562
1.904,0.351562
1.908,0.351562
1.912,0.351562
1.916,0.351562
1.92,0.351562
1.924,0.351562
1.928,0.351562
1.932,0.351562
1.936,0.351562
1.94,0.351562
1.944,0.351562
1.948,0.351562
1.952,0.175781
1.956,0.175781
1.96,0.175781
1.964,0.175781
1.968,0.175781
1.972,0
1.976,0
1.98,0
1.984,0
1.988,0
1.992,-0.175781
1.996,-0.175781
2,-0.175781
2.004,-0.175781
2.008,-0.175781
2.012,-0.175781
2.016,-0.175781
2.02,-0.175781
2.024,-0.175781
2.028,-0.351562
2.032,-0.351562
2.036,-0.351562
2.04,-0.351562
2.044,-0.351562
2.048,-0.351562
2.052,-0.351562
2.056,-0.351562
2.06,-0.351562
2.064,-0.351562
2.068,-0.351562
2.072,-0.351562
2.076,-0.527344
2.08,-0.527344
2.084,-0.527344
2.088,-0.527344
2.092,-0.527344
2.096,-0.527344
2.1,-0.527344
2.104,-0.527344
2.108,-0.703125
2.112,-0.703125
2.116,-0.703125
2.12,-0.703125
2.124,-0.703125
2.128,-0.703125
2.132,-0.703125
2.136,-0.703125
2.14,-0.878906
2.144,-0.878906
2.148,-0.878906
2.152,-0.703125
2.156,-0.703125
2.16,-0.703125
2.164,-0.703125
2.168,-0.703125
2.172,-0.703125
2.176,-0.527344
2.18,-0.527344
2.184,-0.527344
2.188,-0.527344
2.192,-0.527344
2.196,-0.527344
2.2,-0.527344
2.204,-0.527344
2.208,-0.351562
2.212,-0.351562
2.216,-0.351562
2.22,-0.351562
2.224,-0.351562
2.228,-0.175781
2.232,-0.175781
2.236,-0.175781
2.24,-0.175781
2.244,-0.175781
2.248,-0.175781
2.252,-0.175781
2.256,-0.175781
2.26,-0.175781
2.264,0
2.268,0
2.272,0
2.276,0
2.28,0.175781
2.284,0.175781
2.288,0.175781
2.292,0.175781
2.296,0.351562
2.3,0.351562
2.304,0.351562
2.308,0.351562
2.312,0.527344
2.316,0.527344
2.32,0.527344
2.324,0.527344
2.328,0.703125
2.332,0.703125
2.336,0.703125
2.34,0.703125
2.344,0.878906
2.348,0.878906
2.352,0.878906
2.356,0.878906
2.36,0.878906
2.364,0.878906
2.368,0.878906
2.372,1.05469
2.376,1.05469
2.38,1.05469
2.384,1.05469
2.388,1.05469
2.392,1.05469
2.396,1.05469
2.4,1.05469
2.404,1.05469
2.408,1.05469
2.412,1.05469
2.416,1.05469
2.42,1.05469
2.424,1.05469
2.428,0.878906
2.432,0.878906
2.436,0.878906
2.44,0.703125
2.444,0.703125
2.448,0.703125
2.452,0.527344
2.456,0.527344
2.46,0.527344
2.464,0.351562
2.468,0.351562
2.472,0.175781
2.476,0.175781
2.48,0.175781
2.484,0
2.488,0
2.492,-0.175781
2.496,-0.175781
2.5,-0.175781
2.504,-0.351562
2.508,-0.351562
2.512,-0.351562
2.516,-0.351562
2.52,-0.527344
2.524,-0.527344
2.528,-0.527344
2.532,-0.703125
2.536,-0.703125
2.54,-0.703125
2.544,-0.703125
2.548,-0.703125
2.552,-0.878906
2.556,-0.878906
2.56,-0.878906
2.564,-1.05469
2.568,-1.05469
2.572,-1.05469
2.576,-1.05469
2.58,-1.05469
2.584,-1.23047
2.588,-1.23047
2.592,-1.23047
2.596,-1.23047
2.6,-1.23047
2.604,-1.23047
2.608,-1.23047
2.612,-1.23047
2.616,-1.23047
2.62,-1.23047
2.624,-1.23047
2.628,-1.23047
2.632,-1.23047
2.636,-1.23047
2.64,-1.23047
2.644,-1.23047
2.648,-1.23047
2.652,-1.23047
2.656,-1.23047
2.66,-1.23047
2.664,-1.23047
2.668,-1.23047
2.672,-1.23047
2.676,-1.05469
2.68,-1.05469
2.684,-1.05469
2.688,-1.05469
2.692,-1.05469
2.696,-1.05469
2.7,-0.878906
2.704,-0.878906
2.708,-0.878906
2.712,-0.878906
2.716,-0.703125
2.72,-0.703125
2.724,-0.703125
2.728,-0.527344
2.732,-0.527344
2.736,-0.527344
2.74,-0.527344
2.744,-0.351562
2.748,-0.351562
2.752,-0.351562
2.756,-0.175781
2.76,-0.175781
2.764,-0.175781
2.768,0
2.772,0
2.776,0
2.78,0.175781
2.784,0.175781
2.788,0.175781
2.792,0.175781
2.796,0.351562
2.8,0.351562
2.804,0.351562
2.808,0.351562
2.812,0.527344
2.816,0.527344
2.82,0.527344
2.824,0.527344
2.828,0.527344
2.832,0.527344
2.836,0.703125
2.84,0.703125
2.844,0.703125
2.848,0.703125
2.852,0.703125
2.856,0.703125
2.86,0.703125
2.864,0.878906
2.868,0.878906
2.872,0.878906
2.876,0.878906
2.88,0.878906
2.884,0.878906
2.888,0.878906
2.892,0.878906
2.896,0.878906
2.9,0.878906
2.904,0.878906
2.908,0.878906
2.912,0.878906
2.916,0.878906
2.92,0.878906
2.924,0.878906
2.928,0.878906
2.932,0.878906
2.936,0.703125
2.94,0.703125
2.944,0.703125
2.948,0.703125
2.952,0.703125
2.956,0.703125
2.96,0.703125
2.964,0.527344
2.968,0.527344
2.972,0.527344
2.976,0.527344
2.98,0.527344
2.984,0.527344
2.988,0.527344
2.992,0.527344
2.996,0.351562
3,0.351562
3.004,0.351562
3.008,0.351562
3.012,0.351562
3.016,0.175781
3.02,0.175781
3.024,0.175781
3.028,0.175781
3.032,0
3.036,0
3.04,0
3.044,-0.175781
3.048,-0.175781
3.052,-0.175781
3.056,-0.351562
3.06,-0.351562
3.064,-0.351562
3.068,-0.527344
3.072,-0.527344
3.076,-0.527344
3.08,-0.703125
3.084,-0.703125
3.088,-0.703125
3.092,-0.703125
3.096,-0.878906
3.1,-0.878906
3.104,-0.878906
3.108,-0.878906
3.112,-0.878906
3.116,-1.05469
3.12,-1.05469
3.124,-1.05469
3.128,-1.05469
3.132,-1.05469
3.136,-1.05469
3.14,-1.23047
3.144,-1.23047
3.148,-1.23047
3.152,-1.23047
3.156,-1.23047
3.16,-1.23047
3.164,-1.23047
3.168,-1.23047
3.172,-1.23047
3.176,-1.23047
3.18,-1.23047
3.184,-1.23047
3.188,-1.23047
3.192,-1.23047
3.196,-1.23047
3.2,-1.23047
3.204,-1.23047
3.208,-1.23047
3.212,-1.23047
3.216,-1.23047
3.22,-1.23047
3.224,-1.23047
3.228,-1.23047
3.232,-1.23047
3.236,-1.23047
3.24,-1.23047
3.244,-1.05469
3.248,-1.05469
3.252,-1.05469
3.256,-1.05469
3.26,-1.05469
3.264,-0.878906
3.268,-0.878906
3.272,-0.878906
3.276,-0.878906
3.28,-0.703125
3.284,-0.703125
3.288,-0.703125
3.292,-0.703125
3.296,-0.527344
3.3,-0.527344
3.304,-0.527344
3.308,-0.527344
3.312,-0.351562
3.316,-0.351562
3.32,-0.351562
3.324,-0.351562
3.328,-0.175781
3.332,-0.175781
3.336,-0.175781
3.34,-0.175781
3.344,0
3.348,0
3.352,0
3.356,0
3.36,0.175781
3.364,0.175781
3.368,0.175781
3.372,0.351562
3.376,0.351562
3.38,0.351562
3.384,0.351562
3.388,0.527344
3.392,0.527344
3.396,0.527344
3.4,0.527344
3.404,0.703125
3.408,0.703125
3.412,0.703125
3.416,0.703125
3.42,0.703125
3.424,0.703125
3.428,0.703125
3.432,0.878906
3.436,0.878906
3.44,0.878906
3.444,0.878906
3.448,0.878906
3.452,0.878906
3.456,0.878906
3.46,0.878906
3.464,0.878906
3.468,0.878906
3.472,0.878906
3.476,0.878906
3.48,0.878906
3.484,0.878906
3.488,0.878906
3.492,0.878906
3.496,0.878906
3.5,0.878906
3.504,0.878906
3.508,0.703125
3.512,0.703125
3.516,0.703125
3.52,0.703125
3.524,0.703125
3.528,0.703125
3.532,0.703125
3.536,0.527344
3.54,0.527344
3.544,0.527344
3.548,0.527344
3.552,0.527344
3.556,0.527344
3.56,0.527344
3.564,0.351562
3.568,0.351562
3.572,0.351562
3.576,0.351562
3.58,0.351562
3.584,0.351562
3.588,0.351562
3.592,0.175781
3.596,0.175781
3.6,0.175781
3.604,0.175781
3.608,0
3.612,0
3.616,0
3.62,0
3.624,-0.175781
3.628,-0.175781
3.632,-0.175781
3.636,-0.351562
3.64,-0.351562
3.644,-0.351562
3.648,-0.527344
3.652,-0.527344
3.656,-0.703125
3.66,-0.703125
3.664,-0.703125
3.668,-0.878906
3.672,-0.878906
3.676,-0.878906
3.68,-0.878906
3.684,-1.05469
3.688,-1.05469
3.692,-1.05469
3.696,-1.05469
3.7,-1.05469
3.704,-1.05469
3.708,-1.23047
3.712,-1.23047
3.716,-1.23047
3.72,-1.23047
3.724,-1.23047
3.728,-1.23047
3.732,-1.23047
3.736,-1.23047
3.74,-1.23047
3.744,-1.23047
3.748,-1.23047
3.752,-1.23047
3.756,-1.23047
3.76,-1.23047
3.764,-1.23047
3.768,-1.23047
3.772,-1.23047
3.776,-1.23047
3.78,-1.40625
3.784,-1.40625
3.788,-1.40625
3.792,-1.40625
3.796,-1.40625
3.8,-1.40625
3.804,-1.40625
3.808,-1.23047
3.812,-1.23047
3.816,-1.23047
3.82,-1.23047
3.824,-1.23047
3.828,-1.23047
3.832,-1.23047
3.836,-1.23047
3.84,-1.05469
3.844,-1.05469
3.848,-1.05469
3.852,-1.05469
3.856,-0.878906
3.86,-0.878906
3.864,-0.878906
3.868,-0.878906
3.872,-0.703125
3.876,-0.703125
3.88,-0.703125
3.884,-0.703125
3.888,-0.527344
3.892,-0.527344
3.896,-0.527344
3.9,-0.527344
3.904,-0.351562
3.908,-0.351562
3.912,-0.351562
3.916,-0.351562
3.92,-0.175781
3.924,-0.175781
3.928,-0.175781
3.932,-0.175781
3.936,0
3.94,0
3.944,0
3.948,0
3.952,0.175781
3.956,0.175781
3.96,0.175781
3.964,0.175781
3.968,0.351562
3.972,0.351562
3.976,0.351562
3.98,0.351562
3.984,0.527344
3.988,0.527344
3.992,0.527344
3.996,0.527344
4,0.527344
4.004,0.527344
4.008,0.703125
4.012,0.703125
4.016,0.703125
4.02,0.703125
4.024,0.703125
4.028,0.703125
4.032,0.878906
4.036,0.878906
4.04,0.878906
4.044,0.878906
4.048,0.878906
4.052,0.878906
4.056,0.878906
4.06,0.703125
4.064,0.703125
4.068,0.527344
4.072,0.351562
4.076,0.351562
4.08,0.175781
4.084,0
4.088,-0.175781
4.092,-0.175781
4.096,-0.351562
4.1,-0.527344
4.104,-0.527344
4.108,-0.703125
4.112,-0.878906
4.116,-1.05469
4.12,-1.05469
4.124,-1.23047
4.128,-1.40625
4.132,-1.40625
4.136,-1.58203
4.14,-1.58203
4.144,-1.75781
4.148,-1.93359
4.152,-1.93359
4.156,-2.10938
4.16,-2.10938
4.164,-2.10938
4.168,-2.28516
4.172,-2.28516
4.176,-2.10938
4.18,-2.10938
4.184,-2.10938
4.188,-1.93359
4.192,-1.93359
4.196,-1.93359
4.2,-1.75781
4.204,-1.75781
4.208,-1.58203
4.212,-1.58203
4.216,-1.40625
4.22,-1.40625
4.224,-1.23047
4.228,-1.23047
4.232,-1.05469
4.236,-1.05469
4.24,-0.878906
4.244,-0.878906
4.248,-0.703125
4.252,-0.703125
4.256,-0.527344
4.26,-0.527344
4.264,-0.351562
4.268,-0.351562
4.272,-0.527344
4.276,-0.527344
4.28,-0.527344
4.284,-0.703125
4.288,-0.878906
4.292,-0.878906
4.296,-1.05469
4.3,-1.05469
4.304,-1.23047
4.308,-1.23047
4.312,-1.40625
4.316,-1.40625
4.32,-1.40625
4.324,-1.40625
4.328,-1.40625
4.332,-1.40625
4.336,-1.23047
4.34,-1.23047
4.344,-1.05469
4.348,-1.05469
4.352,-1.05469
4.356,-1.05469
4.36,-1.05469
4.364,-1.05469
4.368,-1.05469
4.372,-1.05469
4.376,-1.05469
4.38,-1.05469
4.384,-1.05469
4.388,-1.05469
4.392,-1.05469
4.396,-1.05469
4.4,-1.05469
4.404,-1.05469
4.408,-1.05469
4.412,-1.05469
4.416,-1.05469
4.42,-1.05469
4.424,-1.05469
4.428,-1.05469
4.432,-1.05469
4.436,-1.05469
4.44,-1.05469
4.444,-1.05469
4.448,-1.05469
4.452,-1.05469
4.456,-1.05469
4.46,-1.05469
4.464,-1.05469
4.468,-1.05469
4.472,-1.05469
4.476,-1.05469
4.48,-1.05469
4.484,-1.05469
4.488,-1.05469
4.492,-1.23047
4.496,-1.23047
4.5,-1.23047
4.504,-1.23047
4.508,-1.23047
4.512,-1.23047
4.516,-1.23047
4.52,-1.05469
4.524,-1.05469
4.528,-1.05469
4.532,-1.05469
4.536,-1.05469
4.54,-1.05469
4.544,-1.05469
4.548,-1.05469
4.552,-1.05469
4.556,-1.05469
4.56,-1.05469
4.564,-1.05469
4.568,-0.878906
4.572,-0.878906
4.576,-0.878906
4.58,-0.878906
4.584,-0.878906
4.588,-0.878906
4.592,-0.878906
4.596,-0.878906
4.6,-0.878906
4.604,-0.878906
4.608,-0.878906
4.612,-0.878906
4.616,-0.878906
4.62,-0.878906
4.624,-0.878906
4.628,-0.878906
4.632,-0.878906
4.636,-0.878906
4.64,-0.878906
4.644,-0.878906
4.648,-0.878906
4.652,-0.878906
4.656,-0.878906
4.66,-0.878906
4.664,-0.878906
4.668,-0.878906
4.672,-0.878906
4.676,-0.878906
4.68,-0.878906
4.684,-0.878906
4.688,-0.878906
4.692,-1.05469
4.696,-1.05469
4.7,-1.05469
4.704,-1.05469
4.708,-1.05469
4.712,-1.05469
4.716,-1.05469
4.72,-1.05469
4.724,-1.05469
4.728,-1.05469
4.732,-1.05469
4.736,-1.05469
4.74,-1.05469
4.744,-1.05469
4.748,-1.05469
4.752,-1.05469
4.756,-1.05469
4.76,-1.05469
4.764,-1.05469
4.768,-1.05469
4.772,-1.05469
4.776,-0.878906
4.78,-0.878906
4.784,-0.878906
4.788,-0.878906
4.792,-0.878906
4.796,-0.878906
4.8,-0.878906
4.804,-0.878906
4.808,-0.878906
4.812,-0.703125
4.816,-0.703125
4.82,-0.703125
4.824,-0.703125
4.828,-0.703125
4.832,-0.703125
4.836,-0.703125
4.84,-0.703125
4.844,-0.703125
4.848,-0.527344
4.852,-0.527344
4.856,-0.527344
4.86,-0.527344
4.864,-0.527344
4.868,-0.527344
4.872,-0.527344
4.876,-0.527344
4.88,-0.351562
4.884,-0.351562
4.888,-0.351562
4.892,-0.351562
4.896,-0.351562
4.9,-0.351562
4.904,-0.175781
4.908,-0.175781
4.912,-0.175781
4.916,-0.175781
4.92,-0.175781
4.924,-0.175781
4.928,-0.175781
4.932,-0.175781
4.936,-0.175781
4.94,-0.175781
4.944,-0.175781
4.948,-0.175781
4.952,-0.175781
4.956,0
4.96,0
4.964,0
4.968,0
4.972,0
4.976,0
4.98,0
4.984,0
4.988,0
4.992,0
4.996,0
5,0
5.004,0
5.008,0
5.012,0.175781
5.016,0.175781
5.02,0.175781
5.024,0.175781
5.028,0.175781
5.032,0.175781
5.036,0.175781
5.04,0.175781
5.044,0.175781
5.048,0.175781
5.052,0.351562
5.056,0.351562
5.06,0.351562
5.064,0.351562
5.068,0.351562
5.072,0.351562
5.076,0.351562
5.08,0.351562
5.084,0.351562
5.088,0.527344
5.092,0.527344
5.096,0.527344
5.1,0.527344
5.104,0.527344
5.108,0.527344
5.112,0.527344
5.116,0.527344
5.12,0.527344
5.124,0.527344
5.128,0.527344
5.132,0.527344
5.136,0.703125
5.14,0.703125
5.144,0.703125
5.148,0.703125
5.152,0.703125
5.156,0.703125
5.16,0.703125
5.164,0.703125
5.168,0.703125
5.172,0.703125
5.176,0.703125
5.18,0.703125
5.184,0.703125
5.188,0.703125
5.192,0.703125
5.196,0.703125
5.2,0.703125
5.204,0.703125
5.208,0.703125
5.212,0.703125
5.216,0.703125
5.22,0.703125
5.224,0.703125
5.228,0.703125
5.232,0.703125
5.236,0.703125
5.24,0.703125
5.244,0.703125
5.248,0.703125
5.252,0.703125
5.256,0.703125
5.26,0.703125
5.264,0.703125
5.268,0.703125
5.272,0.703125
5.276,0.703125
5.28,0.703125
5.284,0.703125
5.288,0.703125
5.292,0.703125
5.296,0.703125
5.3,0.703125
5.304,0.703125
5.308,0.703125
5.312,0.703125
5.316,0.703125
5.32,0.703125
5.324,0.703125
5.328,0.703125
5.332,0.703125
5.336,0.703125
5.34,0.703125
5.344,0.703125
5.348,0.878906
5.352,0.878906
5.356,0.878906
5.36,0.878906
5.364,0.878906
5.368,0.878906
5.372,0.878906
5.376,0.878906
5.38,1.05469
5.384,1.05469
5.388,1.05469
5.392,1.05469
5.396,1.05469
5.4,1.05469
5.404,1.05469
5.408,1.05469
5.412,1.05469
5.416,1.05469
5.42,1.05469
5.424,1.05469
5.428,1.05469
5.432,1.05469
5.436,1.05469
5.44,1.05469
5.444,1.05469
5.448,1.05469
5.452,0.878906
5.456,0.878906
5.46,0.878906
5.464,0.878906
5.468,0.878906
5.472,0.878906
5.476,0.878906
5.48,0.878906
5.484,1.05469
5.488,1.05469
5.492,1.05469
5.496,1.05469
5.5,1.23047
5.504,1.23047
5.508,1.23047
5.512,1.23047
5.516,1.23047
5.52,1.23047
5.524,1.23047
5.528,1.23047
5.532,1.23047
5.536,1.23047
5.54,1.23047
5.544,1.23047
5.548,1.23047
5.552,1.23047
5.556,1.23047
5.56,1.23047
5.564,1.23047
5.568,1.40625
5.572,1.40625
5.576,1.40625
5.58,1.40625
5.584,1.40625
5.588,1.40625
5.592,1.40625
5.596,1.40625
5.6,1.40625
5.604,1.58203
5.608,1.58203
5.612,1.58203
5.616,1.58203
5.62,1.58203
5.624,1.58203
5.628,1.75781
5.632,1.75781
5.636,1.75781
5.64,1.75781
5.644,1.75781
5.648,1.75781
5.652,1.75781
5.656,1.75781
5.66,1.75781
5.664,1.93359
5.668,1.93359
5.672,1.93359
5.676,1.93359
5.68,1.93359
5.684,1.93359
5.688,1.93359
5.692,1.93359
5.696,1.93359
5.7,1.93359
5.704,1.93359
5.708,1.93359
5.712,1.93359
5.716,2.10938
5.72,2.10938
5.724,2.10938
5.728,2.10938
5.732,2.10938
5.736,2.10938
5.74,2.10938
5.744,2.10938
5.748,2.10938
5.752,2.10938
5.756,2.10938
5.76,2.10938
5.764,2.10938
5.768,2.10938
5.772,2.10938
5.776,2.10938
5.78,2.10938
5.784,2.10938
5.788,2.10938
5.792,2.10938
5.796,2.10938
5.8,2.10938
5.804,2.10938
5.808,2.10938
5.812,2.10938
5.816,2.10938
5.82,2.10938
5.824,2.10938
5.828,2.10938
5.832,2.10938
5.836,2.10938
5.84,2.10938
5.844,2.10938
5.848,2.10938
5.852,2.10938
5.856,2.10938
5.86,2.10938
5.864,2.10938
5.868,2.10938
5.872,2.10938
5.876,2.10938
5.88,2.10938
5.884,2.10938
5.888,2.10938
5.892,2.10938
5.896,2.10938
5.9,2.10938
5.904,2.10938
5.908,2.10938
5.912,2.28516
5.916,2.28516
5.92,2.28516
5.924,2.28516
5.928,2.28516
5.932,2.28516
5.936,2.28516
5.94,2.28516
5.944,2.28516
5.948,2.28516
5.952,2.28516
5.956,2.28516
5.96,2.28516
5.964,2.28516
5.968,2.28516
5.972,2.28516
5.976,2.28516
5.98,2.28516
5.984,2.28516
5.988,2.46094
5.992,2.46094
5.996,2.46094
6,2.46094
6.004,2.46094
6.008,2.46094
6.012,2.46094
6.016,2.46094
6.02,2.46094
6.024,2.46094
6.028,2.46094
6.032,2.46094
6.036,2.46094
6.04,2.46094
6.044,2.46094
6.048,2.46094
6.052,2.46094
6.056,2.63672
6.06,2.63672
6.064,2.63672
6.068,2.63672
6.072,2.63672
6.076,2.63672
6.08,2.63672
6.084,2.63672
6.088,2.63672
6.092,2.63672
6.096,2.63672
6.1,2.63672
6.104,2.8125
6.108,2.8125
6.112,2.8125
6.116,2.8125
6.12,2.8125
6.124,2.8125
6.128,2.8125
6.132,2.8125
6.136,2.8125
6.14,2.8125
6.144,2.8125
6.148,2.8125
6.152,2.8125
6.156,2.8125
6.16,2.8125
6.164,2.8125
6.168,2.8125
6.172,2.8125
6.176,2.8125
6.18,2.8125
6.184,2.8125
6.188,2.8125
6.192,2.8125
6.196,2.8125
6.2,2.8125
6.204,2.8125
6.208,2.8125
6.212,2.98828
6.216,2.98828
6.22,2.98828
6.224,2.98828
6.228,2.98828
6.232,2.98828
6.236,2.98828
6.24,2.98828
6.244,2.8125
6.248,2.8125
6.252,2.8125
6.256,2.8125
6.26,2.8125
6.264,2.8125
6.268,2.8125
6.272,2.8125
6.276,2.8125
6.28,2.8125
6.284,2.8125
6.288,2.98828
6.292,2.98828
6.296,2.98828
6.3,2.98828
6.304,2.98828
6.308,2.98828
6.312,2.98828
6.316,2.98828
6.32,2.98828
6.324,3.16406
6.328,3.16406
6.332,3.16406
6.336,3.16406
6.34,3.16406
6.344,3.33984
6.348,3.33984
6.352,3.33984
6.356,3.33984
6.36,3.33984
6.364,3.33984
6.368,3.33984
6.372,3.33984
6.376,3.33984
6.38,3.33984
6.384,3.33984
6.388,3.33984
6.392,3.33984
6.396,3.33984
6.4,3.33984
6.404,3.33984
6.408,3.33984
6.412,3.33984
6.416,3.33984
6.42,3.33984
6.424,3.33984
6.428,3.33984
6.432,3.33984
6.436,3.33984
6.44,3.33984
6.444,3.33984
6.448,3.33984
6.452,3.33984
6.456,3.33984
6.46,3.33984
6.464,3.33984
6.468,3.33984
6.472,3.33984
6.476,3.33984
6.48,3.33984
6.484,3.33984
6.488,3.33984
6.492,3.33984
6.496,3.33984
6.5,3.33984
6.504,3.33984
6.508,3.33984
6.512,3.33984
6.516,3.33984
6.52,3.33984
6.524,3.33984
6.528,3.33984
6.532,3.33984
6.536,3.33984
6.54,3.33984
6.544,3.33984
6.548,3.33984
6.552,3.33984
6.556,3.33984
6.56,3.33984
6.564,3.33984
6.568,3.33984
6.572,3.33984
6.576,3.33984
6.58,3.33984
6.584,3.51562
6.588,3.51562
6.592,3.51562
6.596,3.51562
6.6,3.51562
6.604,3.51562
6.608,3.51562
6.612,3.51562
6.616,3.51562
6.62,3.51562
6.624,3.51562
6.628,3.51562
6.632,3.51562
6.636,3.51562
6.64,3.51562
6.644,3.51562
6.648,3.51562
6.652,3.51562
6.656,3.51562
6.66,3.51562
6.664,3.51562
6.668,3.51562
6.672,3.51562
6.676,3.51562
6.68,3.51562
6.684,3.51562
6.688,3.51562
6.692,3.51562
6.696,3.69141
6.7,3.69141
6.704,3.69141
6.708,3.69141
6.712,3.69141
6.716,3.69141
6.72,3.69141
6.724,3.69141
6.728,3.86719
6.732,3.86719
6.736,3.86719
6.74,3.86719
6.744,3.86719
6.748,3.86719
6.752,4.04297
6.756,4.04297
6.76,4.04297
6.764,4.04297
6.768,4.04297
6.772,4.04297
6.776,3.86719
6.78,3.86719
6.784,3.86719
6.788,3.86719
6.792,3.86719
6.796,3.86719
6.8,4.04297
6.804,4.04297
6.808,4.04297
6.812,4.04297
6.816,4.04297
6.82,4.04297
6.824,4.04297
6.828,4.04297
6.832,4.04297
6.836,4.04297
6.84,4.04297
6.844,4.04297
6.848,4.04297
6.852,4.04297
6.856,4.04297
6.86,4.04297
6.864,4.21875
6.868,4.21875
6.872,4.21875
6.876,4.21875
6.88,4.39453
6.884,4.39453
6.888,4.39453
6.892,4.39453
6.896,4.57031
6.9,4.57031
6.904,4.57031
6.908,4.57031
6.912,4.57031
6.916,4.57031
6.92,4.57031
6.924,4.57031
6.928,4.74609
6.932,4.74609
6.936,4.74609
6.94,4.74609
6.944,4.74609
6.948,4.74609
6.952,4.74609
6.956,4.74609
6.96,4.74609
6.964,4.74609
6.968,4.74609
6.972,4.92188
6.976,4.92188
6.98,4.92188
6.984,5.09766
6.988,5.09766
6.992,5.09766
6.996,5.09766
7,5.09766
7.004,5.09766
7.008,5.09766
7.012,5.09766
7.016,5.09766
7.02,5.09766
7.024,5.09766
7.028,5.09766
7.032,5.09766
7.036,5.09766
7.04,5.09766
7.044,5.09766
7.048,5.09766
7.052,5.09766
7.056,5.09766
7.06,5.09766
7.064,5.09766
7.068,5.09766
7.072,5.09766
7.076,5.09766
7.08,5.09766
7.084,5.09766
7.088,5.09766
7.092,5.09766
7.096,5.09766
7.1,5.09766
7.104,5.09766
7.108,5.09766
7.112,5.09766
7.116,5.09766
7.12,5.09766
7.124,5.09766
7.128,5.09766
7.132,5.09766
7.136,5.09766
7.14,5.09766
7.144,5.09766
7.148,5.09766
7.152,5.09766
7.156,5.09766
7.16,5.09766
7.164,5.09766
7.168,5.09766
7.172,5.09766
7.176,5.09766
7.18,5.09766
7.184,5.09766
7.188,5.09766
7.192,5.09766
7.196,5.09766
7.2,5.09766
7.204,5.09766
7.208,5.09766
7.212,5.09766
7.216,5.09766
7.22,5.09766
7.224,5.09766
7.228,5.09766
7.232,5.09766
7.236,5.09766
7.24,5.09766
7.244,5.09766
7.248,5.09766
7.252,5.09766
7.256,5.09766
7.26,5.09766
7.264,5.09766
7.268,5.09766
7.272,5.09766
7.276,5.09766
7.28,5.09766
7.284,5.09766
7.288,5.09766
7.292,5.09766
7.296,5.09766
7.3,5.09766
7.304,5.09766
7.308,5.09766
7.312,5.09766
7.316,5.09766
7.32,5.09766
7.324,5.09766
7.328,5.09766
7.332,5.09766
7.336,5.09766
7.34,5.09766
7.344,5.09766
7.348,5.09766
7.352,5.09766
7.356,5.09766
7.36,5.09766
7.364,5.09766
7.368,5.09766
7.372,5.09766
7.376,5.09766
7.38,5.27344
7.384,5.27344
7.388,5.27344
7.392,5.27344
7.396,5.27344
7.4,5.27344
7.404,5.27344
7.408,5.27344
7.412,5.27344
7.416,5.27344
7.42,5.27344
7.424,5.27344
7.428,5.27344
7.432,5.27344
7.436,5.27344
7.44,5.27344
7.444,5.27344
7.448,5.27344
7.452,5.27344
7.456,5.27344
7.46,5.27344
7.464,5.27344
7.468,5.44922
7.472,5.44922
7.476,5.44922
7.48,5.44922
7.484,5.44922
7.488,5.44922
7.492,5.44922
7.496,5.44922
7.5,5.44922
7.504,5.44922
7.508,5.44922
7.512,5.44922
7.516,5.44922
7.52,5.44922
7.524,5.44922
7.528,5.44922
7.532,5.44922
7.536,5.44922
7.54,5.44922
7.544,5.44922
7.548,5.44922
7.552,5.44922
7.556,5.44922
7.56,5.44922
7.564,5.44922
7.568,5.44922
7.572,5.44922
7.576,5.44922
7.58,5.44922
7.584,5.44922
7.588,5.44922
7.592,5.44922
7.596,5.44922
7.6,5.44922
7.604,5.44922
7.608,5.44922
7.612,5.44922
7.616,5.44922
7.62,5.44922
7.624,5.44922
7.628,5.44922
7.632,5.44922
7.636,5.44922
7.64,5.44922
7.644,5.44922
7.648,5.44922
7.652,5.44922
7.656,5.44922
7.66,5.44922
7.664,5.44922
7.668,5.44922
7.672,5.44922
7.676,5.44922
7.68,5.44922
7.684,5.44922
7.688,5.44922
7.692,5.44922
7.696,5.44922
7.7,5.44922
7.704,5.44922
7.708,5.44922
