"Time","data"
7.836,0.0214757
7.838,0.0214757
7.84,0.0214757
7.842,0.0214757
7.844,0.0245437
7.846,0.0245437
7.848,0.0245437
7.85,0.0276117
7.852,0.0276117
7.854,0.0276117
7.856,0.0306796
7.858,0.0306796
7.86,0.0306796
7.862,0.0337476
7.864,0.0337476
7.866,0.0337476
7.868,0.0337476
7.87,0.0368155
7.872,0.0368155
7.874,0.0368155
7.876,0.0398835
7.878,0.0398835
7.88,0.0398835
7.882,0.0398835
7.884,0.0429515
7.886,0.0429515
7.888,0.0429515
7.89,0.0460194
7.892,0.0460194
7.894,0.0460194
7.896,0.0460194
7.898,0.0490874
7.9,0.0490874
7.902,0.0490874
7.904,0.0490874
7.906,0.0490874
7.908,0.0521553
7.91,0.0521553
7.912,0.0521553
7.914,0.0521553
7.916,0.0552233
7.918,0.0552233
7.92,0.0552233
7.922,0.0552233
7.924,0.0582913
7.926,0.0582913
7.928,0.0582913
7.93,0.0582913
7.932,0.0582913
7.934,0.0582913
7.936,0.0613592
7.938,0.0613592
7.94,0.0613592
7.942,0.0613592
7.944,0.0613592
7.946,0.0644272
7.948,0.0644272
7.95,0.0644272
7.952,0.0644272
7.954,0.0644272
7.956,0.0644272
7.958,0.0674952
7.96,0.0674952
7.962,0.0674952
7.964,0.0674952
7.966,0.0674952
7.968,0.0674952
7.97,0.0705631
7.972,0.0705631
7.974,0.0705631
7.976,0.0705631
7.978,0.0705631
7.98,0.0705631
7.982,0.0705631
7.984,0.0705631
7.986,0.0736311
7.988,0.0736311
7.99,0.0736311
7.992,0.0736311
7.994,0.0736311
7.996,0.0736311
7.998,0.0736311
8,0.0736311
8.002,0.0736311
8.004,0.076699
8.006,0.076699
8.008,0.076699
8.01,0.076699
8.012,0.076699
8.014,0.076699
8.016,0.076699
8.018,0.076699
8.02,0.079767
8.022,0.079767
8.024,0.079767
8.026,0.079767
8.028,0.079767
8.03,0.079767
8.032,0.079767
8.034,0.079767
8.036,0.082835
8.038,0.082835
8.04,0.082835
8.042,0.082835
8.044,0.082835
8.046,0.082835
8.048,0.082835
8.05,0.082835
8.052,0.082835
8.054,0.082835
8.056,0.0859029
8.058,0.0859029
8.06,0.0859029
8.062,0.0859029
8.064,0.0859029
8.066,0.0859029
8.068,0.0859029
8.07,0.0859029
8.072,0.0859029
8.074,0.0889709
8.076,0.0889709
8.078,0.0889709
8.08,0.0889709
8.082,0.0889709
8.084,0.0889709
8.086,0.0889709
8.088,0.0889709
8.09,0.0920388
8.092,0.0920388
8.094,0.0920388
8.096,0.0920388
8.098,0.0920388
8.1,0.0920388
8.102,0.0920388
8.104,0.0951068
8.106,0.0951068
8.108,0.0951068
8.11,0.0951068
8.112,0.0951068
8.114,0.0951068
8.116,0.0951068
8.118,0.0951068
8.12,0.0981748
8.122,0.0981748
8.124,0.0981748
8.126,0.0981748
8.128,0.0981748
8.13,0.0981748
8.132,0.0981748
8.134,0.101243
8.136,0.101243
8.138,0.101243
8.14,0.101243
8.142,0.101243
8.144,0.101243
8.146,0.101243
8.148,0.104311
8.15,0.104311
8.152,0.104311
8.154,0.104311
8.156,0.104311
8.158,0.104311
8.16,0.107379
8.162,0.107379
8.164,0.107379
8.166,0.107379
8.168,0.107379
8.17,0.107379
8.172,0.107379
8.174,0.107379
8.176,0.110447
8.178,0.110447
8.18,0.110447
8.182,0.110447
8.184,0.110447
8.186,0.110447
8.188,0.113515
8.19,0.113515
8.192,0.113515
8.194,0.113515
8.196,0.113515
8.198,0.113515
8.2,0.113515
8.202,0.116583
8.204,0.116583
8.206,0.116583
8.208,0.116583
8.21,0.116583
8.212,0.116583
8.214,0.116583
8.216,0.119651
8.218,0.119651
8.22,0.119651
8.222,0.119651
8.224,0.119651
8.226,0.119651
8.228,0.119651
8.23,0.119651
8.232,0.119651
8.234,0.122718
8.236,0.122718
8.238,0.122718
8.24,0.122718
8.242,0.122718
8.244,0.122718
8.246,0.122718
8.248,0.122718
8.25,0.122718
8.252,0.122718
8.254,0.125786
8.256,0.125786
8.258,0.125786
8.26,0.125786
8.262,0.125786
8.264,0.125786
8.266,0.125786
8.268,0.125786
8.27,0.125786
8.272,0.125786
8.274,0.125786
8.276,0.125786
8.278,0.125786
8.28,0.128854
8.282,0.128854
8.284,0.128854
8.286,0.128854
8.288,0.128854
8.29,0.128854
8.292,0.128854
8.294,0.128854
8.296,0.128854
8.298,0.128854
8.3,0.128854
8.302,0.128854
8.304,0.128854
8.306,0.128854
8.308,0.128854
8.31,0.128854
8.312,0.128854
8.314,0.128854
8.316,0.128854
8.318,0.128854
8.32,0.128854
8.322,0.128854
8.324,0.128854
8.326,0.128854
8.328,0.128854
8.33,0.128854
8.332,0.128854
8.334,0.128854
8.336,0.128854
8.338,0.128854
8.34,0.128854
8.342,0.128854
8.344,0.128854
8.346,0.128854
8.348,0.128854
8.35,0.125786
8.352,0.125786
8.354,0.125786
8.356,0.125786
8.358,0.125786
8.36,0.125786
8.362,0.125786
8.364,0.125786
8.366,0.125786
8.368,0.125786
8.37,0.125786
8.372,0.125786
8.374,0.125786
8.376,0.125786
8.378,0.125786
8.38,0.125786
8.382,0.122718
8.384,0.122718
8.386,0.122718
8.388,0.122718
8.39,0.122718
8.392,0.122718
8.394,0.122718
8.396,0.122718
8.398,0.122718
8.4,0.122718
8.402,0.122718
8.404,0.122718
8.406,0.122718
8.408,0.122718
8.41,0.122718
8.412,0.119651
8.414,0.119651
8.416,0.119651
8.418,0.119651
8.42,0.119651
8.422,0.119651
8.424,0.119651
8.426,0.119651
8.428,0.119651
8.43,0.119651
8.432,0.119651
8.434,0.119651
8.436,0.119651
8.438,0.119651
8.44,0.119651
8.442,0.119651
8.444,0.119651
8.446,0.119651
8.448,0.116583
8.45,0.116583
8.452,0.116583
8.454,0.116583
8.456,0.116583
8.458,0.116583
8.46,0.116583
8.462,0.116583
8.464,0.116583
8.466,0.116583
8.468,0.116583
8.47,0.116583
8.472,0.116583
8.474,0.116583
8.476,0.116583
8.478,0.116583
8.48,0.116583
8.482,0.116583
8.484,0.116583
8.486,0.116583
8.488,0.116583
8.49,0.116583
8.492,0.116583
8.494,0.116583
8.496,0.116583
8.498,0.116583
8.5,0.116583
8.502,0.116583
8.504,0.116583
8.506,0.116583
8.508,0.116583
8.51,0.116583
8.512,0.116583
8.514,0.116583
8.516,0.116583
8.518,0.113515
8.52,0.113515
8.522,0.113515
8.524,0.113515
8.526,0.113515
8.528,0.113515
8.53,0.113515
8.532,0.113515
8.534,0.113515
8.536,0.113515
8.538,0.113515
8.54,0.113515
8.542,0.113515
8.544,0.113515
8.546,0.113515
8.548,0.113515
8.55,0.113515
8.552,0.113515
8.554,0.113515
8.556,0.113515
8.558,0.113515
8.56,0.113515
8.562,0.113515
8.564,0.113515
8.566,0.113515
8.568,0.113515
8.57,0.113515
8.572,0.113515
8.574,0.113515
8.576,0.113515
8.578,0.113515
8.58,0.113515
8.582,0.113515
8.584,0.113515
8.586,0.113515
8.588,0.113515
8.59,0.113515
8.592,0.113515
8.594,0.113515
8.596,0.113515
8.598,0.113515
8.6,0.113515
8.602,0.113515
8.604,0.113515
8.606,0.113515
8.608,0.113515
8.61,0.113515
8.612,0.113515
8.614,0.113515
8.616,0.113515
8.618,0.113515
8.62,0.113515
8.622,0.113515
8.624,0.113515
8.626,0.113515
8.628,0.113515
8.63,0.113515
8.632,0.113515
8.634,0.113515
8.636,0.113515
8.638,0.113515
8.64,0.113515
8.642,0.113515
8.644,0.113515
8.646,0.113515
8.648,0.113515
8.65,0.113515
8.652,0.113515
8.654,0.113515
8.656,0.113515
8.658,0.113515
8.66,0.113515
8.662,0.113515
8.664,0.113515
8.666,0.113515
8.668,0.113515
8.67,0.113515
8.672,0.113515
8.674,0.113515
8.676,0.110447
8.678,0.110447
8.68,0.110447
8.682,0.110447
8.684,0.110447
8.686,0.110447
8.688,0.110447
8.69,0.110447
8.692,0.110447
8.694,0.110447
8.696,0.110447
8.698,0.110447
8.7,0.110447
8.702,0.110447
8.704,0.110447
8.706,0.110447
8.708,0.110447
8.71,0.110447
8.712,0.110447
8.714,0.110447
8.716,0.110447
8.718,0.110447
8.72,0.110447
8.722,0.110447
8.724,0.110447
8.726,0.107379
8.728,0.107379
8.73,0.107379
8.732,0.107379
8.734,0.107379
8.736,0.107379
8.738,0.107379
8.74,0.107379
8.742,0.107379
8.744,0.107379
8.746,0.107379
8.748,0.107379
8.75,0.107379
8.752,0.107379
8.754,0.107379
8.756,0.107379
8.758,0.107379
8.76,0.107379
8.762,0.107379
8.764,0.107379
8.766,0.107379
8.768,0.107379
8.77,0.107379
8.772,0.107379
8.774,0.107379
8.776,0.107379
8.778,0.104311
8.78,0.104311
8.782,0.104311
8.784,0.104311
8.786,0.104311
8.788,0.104311
8.79,0.104311
8.792,0.104311
8.794,0.104311
8.796,0.104311
8.798,0.104311
8.8,0.104311
8.802,0.104311
8.804,0.104311
8.806,0.104311
8.808,0.104311
8.81,0.104311
8.812,0.104311
8.814,0.104311
8.816,0.104311
8.818,0.104311
8.82,0.104311
8.822,0.104311
8.824,0.104311
8.826,0.104311
8.828,0.104311
8.83,0.104311
8.832,0.104311
8.834,0.101243
8.836,0.101243
8.838,0.101243
8.84,0.101243
8.842,0.101243
8.844,0.101243
8.846,0.101243
8.848,0.101243
8.85,0.101243
8.852,0.101243
8.854,0.101243
8.856,0.101243
8.858,0.101243
8.86,0.101243
8.862,0.101243
8.864,0.101243
8.866,0.101243
8.868,0.101243
8.87,0.101243
8.872,0.101243
8.874,0.101243
8.876,0.101243
8.878,0.101243
8.88,0.101243
8.882,0.101243
8.884,0.101243
8.886,0.101243
8.888,0.101243
8.89,0.101243
8.892,0.101243
8.894,0.101243
8.896,0.101243
8.898,0.101243
8.9,0.101243
8.902,0.101243
8.904,0.101243
8.906,0.101243
8.908,0.101243
8.91,0.101243
8.912,0.101243
8.914,0.101243
8.916,0.101243
8.918,0.101243
8.92,0.101243
8.922,0.101243
8.924,0.101243
8.926,0.101243
8.928,0.101243
8.93,0.101243
8.932,0.101243
8.934,0.101243
8.936,0.101243
8.938,0.101243
8.94,0.101243
8.942,0.101243
8.944,0.101243
8.946,0.101243
8.948,0.101243
8.95,0.101243
8.952,0.101243
8.954,0.101243
8.956,0.101243
8.958,0.101243
8.96,0.101243
8.962,0.101243
8.964,0.101243
8.966,0.101243
8.968,0.101243
8.97,0.101243
8.972,0.101243
8.974,0.101243
8.976,0.101243
8.978,0.101243
8.98,0.101243
8.982,0.101243
8.984,0.101243
8.986,0.101243
8.988,0.101243
8.99,0.101243
8.992,0.101243
8.994,0.101243
8.996,0.101243
8.998,0.101243
9,0.101243
9.002,0.101243
9.004,0.101243
9.006,0.101243
9.008,0.101243
9.01,0.101243
9.012,0.101243
9.014,0.101243
9.016,0.101243
9.018,0.101243
9.02,0.101243
9.022,0.101243
9.024,0.101243
9.026,0.101243
9.028,0.101243
9.03,0.101243
9.032,0.101243
9.034,0.101243
9.036,0.101243
9.038,0.101243
9.04,0.101243
9.042,0.101243
9.044,0.101243
9.046,0.101243
9.048,0.101243
9.05,0.101243
9.052,0.101243
9.054,0.101243
9.056,0.101243
9.058,0.101243
9.06,0.101243
9.062,0.101243
9.064,0.101243
9.066,0.101243
9.068,0.101243
9.07,0.101243
9.072,0.101243
9.074,0.101243
9.076,0.101243
9.078,0.101243
9.08,0.101243
9.082,0.101243
9.084,0.101243
9.086,0.101243
9.088,0.101243
9.09,0.101243
9.092,0.101243
9.094,0.101243
9.096,0.101243
9.098,0.101243
9.1,0.101243
9.102,0.101243
9.104,0.101243
9.106,0.101243
9.108,0.101243
9.11,0.101243
9.112,0.101243
9.114,0.101243
9.116,0.101243
9.118,0.101243
9.12,0.101243
9.122,0.101243
9.124,0.101243
9.126,0.101243
9.128,0.101243
9.13,0.101243
9.132,0.101243
9.134,0.101243
9.136,0.101243
9.138,0.101243
9.14,0.101243
9.142,0.101243
9.144,0.101243
9.146,0.101243
9.148,0.101243
9.15,0.101243
9.152,0.101243
9.154,0.101243
9.156,0.101243
9.158,0.101243
9.16,0.101243
9.162,0.101243
9.164,0.101243
9.166,0.101243
9.168,0.101243
9.17,0.101243
9.172,0.101243
9.174,0.101243
9.176,0.101243
9.178,0.101243
9.18,0.101243
9.182,0.101243
9.184,0.101243
9.186,0.101243
9.188,0.101243
9.19,0.101243
9.192,0.101243
9.194,0.101243
9.196,0.101243
9.198,0.101243
9.2,0.101243
9.202,0.101243
9.204,0.101243
9.206,0.101243
9.208,0.101243
9.21,0.101243
9.212,0.101243
9.214,0.101243
9.216,0.101243
9.218,0.101243
9.22,0.101243
9.222,0.101243
9.224,0.101243
9.226,0.101243
9.228,0.101243
9.23,0.101243
9.232,0.101243
9.234,0.101243
9.236,0.101243
9.238,0.101243
9.24,0.101243
9.242,0.101243
9.244,0.101243
9.246,0.101243
9.248,0.101243
9.25,0.101243
9.252,0.101243
9.254,0.101243
9.256,0.101243
9.258,0.101243
9.26,0.101243
9.262,0.101243
9.264,0.101243
9.266,0.101243
9.268,0.101243
9.27,0.101243
9.272,0.101243
9.274,0.101243
9.276,0.101243
9.278,0.101243
9.28,0.101243
9.282,0.101243
9.284,0.101243
9.286,0.101243
9.288,0.101243
9.29,0.101243
9.292,0.101243
9.294,0.101243
9.296,0.101243
9.298,0.101243
9.3,0.101243
9.302,0.101243
9.304,0.101243
9.306,0.101243
9.308,0.101243
9.31,0.101243
9.312,0.101243
9.314,0.101243
9.316,0.101243
9.318,0.101243
9.32,0.101243
9.322,0.101243
9.324,0.101243
9.326,0.101243
9.328,0.101243
9.33,0.101243
9.332,0.101243
9.334,0.101243
9.336,0.101243
9.338,0.101243
9.34,0.101243
9.342,0.101243
9.344,0.101243
9.346,0.101243
9.348,0.101243
9.35,0.101243
9.352,0.101243
9.354,0.101243
9.356,0.101243
9.358,0.101243
9.36,0.0981748
9.362,0.0981748
9.364,0.0981748
9.366,0.0981748
9.368,0.0981748
9.37,0.0981748
9.372,0.0981748
9.374,0.0981748
9.376,0.0981748
9.378,0.0981748
9.38,0.0981748
9.382,0.0981748
9.384,0.0981748
9.386,0.0981748
9.388,0.0981748
9.39,0.0981748
9.392,0.0981748
9.394,0.0981748
9.396,0.0981748
9.398,0.0981748
9.4,0.0981748
9.402,0.0981748
9.404,0.0981748
9.406,0.0981748
9.408,0.0981748
9.41,0.0981748
9.412,0.0981748
9.414,0.0981748
9.416,0.0981748
9.418,0.0981748
9.42,0.0981748
9.422,0.0981748
9.424,0.0981748
9.426,0.0981748
9.428,0.0981748
9.43,0.0981748
9.432,0.0981748
9.434,0.0981748
9.436,0.0981748
9.438,0.0981748
9.44,0.0981748
9.442,0.0981748
9.444,0.0981748
9.446,0.0981748
9.448,0.0981748
9.45,0.0981748
9.452,0.0981748
9.454,0.0981748
9.456,0.0981748
9.458,0.0981748
9.46,0.0981748
9.462,0.0981748
9.464,0.0981748
9.466,0.0981748
9.468,0.0981748
9.47,0.0981748
9.472,0.0981748
9.474,0.0981748
9.476,0.0981748
9.478,0.0981748
9.48,0.0981748
9.482,0.0981748
9.484,0.0981748
9.486,0.0981748
9.488,0.0981748
9.49,0.0981748
9.492,0.0981748
9.494,0.0981748
9.496,0.0981748
9.498,0.0981748
9.5,0.0981748
9.502,0.0981748
9.504,0.0981748
9.506,0.0981748
9.508,0.0981748
9.51,0.0981748
9.512,0.0981748
9.514,0.0981748
9.516,0.0981748
9.518,0.0981748
9.52,0.0981748
9.522,0.0981748
9.524,0.0981748
9.526,0.0981748
9.528,0.0981748
9.53,0.0981748
9.532,0.0981748
9.534,0.0981748
9.536,0.0981748
9.538,0.0981748
9.54,0.0981748
9.542,0.0981748
9.544,0.0981748
9.546,0.0981748
9.548,0.0981748
9.55,0.0981748
9.552,0.0981748
9.554,0.0981748
9.556,0.0981748
9.558,0.0981748
9.56,0.0981748
9.562,0.0981748
9.564,0.0981748
9.566,0.0981748
9.568,0.0981748
9.57,0.0981748
9.572,0.0981748
9.574,0.0981748
9.576,0.0981748
9.578,0.0981748
9.58,0.0981748
9.582,0.0981748
9.584,0.0981748
9.586,0.0981748
9.588,0.0981748
9.59,0.0981748
9.592,0.0981748
9.594,0.0981748
9.596,0.0981748
9.598,0.0981748
9.6,0.0981748
9.602,0.0981748
9.604,0.0981748
9.606,0.0981748
9.608,0.0981748
9.61,0.0981748
9.612,0.0981748
9.614,0.0981748
9.616,0.0981748
9.618,0.0981748
9.62,0.0981748
9.622,0.0981748
9.624,0.0981748
9.626,0.0981748
9.628,0.0981748
9.63,0.0981748
9.632,0.0981748
9.634,0.0981748
9.636,0.0981748
9.638,0.0981748
9.64,0.0981748
9.642,0.0981748
9.644,0.0981748
9.646,0.0981748
9.648,0.0981748
9.65,0.0981748
9.652,0.0981748
9.654,0.0981748
9.656,0.0981748
9.658,0.0981748
9.66,0.0981748
9.662,0.0981748
9.664,0.0981748
9.666,0.0981748
9.668,0.0981748
9.67,0.0981748
9.672,0.0981748
9.674,0.0981748
9.676,0.0981748
9.678,0.0981748
9.68,0.0981748
9.682,0.0981748
9.684,0.0981748
9.686,0.0981748
9.688,0.0981748
9.69,0.0981748
9.692,0.0981748
9.694,0.0981748
9.696,0.0981748
9.698,0.0981748
9.7,0.0981748
9.702,0.0981748
9.704,0.0981748
9.706,0.0981748
9.708,0.0981748
9.71,0.0981748
9.712,0.0981748
9.714,0.0981748
9.716,0.0981748
9.718,0.0981748
9.72,0.0981748
9.722,0.0981748
9.724,0.0981748
9.726,0.0981748
9.728,0.0981748
9.73,0.0981748
9.732,0.0981748
9.734,0.0981748
9.736,0.0981748
9.738,0.0981748
9.74,0.0981748
9.742,0.0981748
9.744,0.0981748
9.746,0.0981748
9.748,0.0981748
9.75,0.0981748
9.752,0.0981748
9.754,0.0981748
9.756,0.0981748
9.758,0.0981748
9.76,0.0981748
9.762,0.0981748
9.764,0.0981748
9.766,0.0981748
9.768,0.0981748
9.77,0.0981748
9.772,0.0981748
9.774,0.0981748
9.776,0.0981748
9.778,0.0981748
9.78,0.0981748
9.782,0.0981748
9.784,0.0981748
9.786,0.0981748
9.788,0.0981748
9.79,0.0981748
9.792,0.0981748
9.794,0.0981748
9.796,0.0981748
9.798,0.0981748
9.8,0.0981748
9.802,0.0981748
9.804,0.0981748
9.806,0.0981748
9.808,0.0981748
9.81,0.0981748
9.812,0.0981748
9.814,0.0981748
9.816,0.0981748
9.818,0.0981748
9.82,0.0981748
9.822,0.0981748
9.824,0.0981748
9.826,0.0981748
9.828,0.0981748
9.83,0.0981748
9.832,0.0981748
9.834,0.0981748
9.836,0.0981748
9.838,0.0981748
9.84,0.0981748
9.842,0.0981748
9.844,0.0981748
9.846,0.0981748
9.848,0.0981748
9.85,0.0981748
9.852,0.0981748
9.854,0.0981748
9.856,0.0981748
9.858,0.0981748
9.86,0.0981748
9.862,0.0981748
9.864,0.0981748
9.866,0.0981748
9.868,0.0981748
9.87,0.0981748
9.872,0.0981748
9.874,0.0981748
9.876,0.0981748
9.878,0.0981748
9.88,0.0981748
9.882,0.0981748
9.884,0.0981748
9.886,0.0981748
9.888,0.0981748
9.89,0.0981748
9.892,0.0981748
9.894,0.0981748
9.896,0.0981748
9.898,0.0981748
9.9,0.0981748
9.902,0.0981748
9.904,0.0981748
9.906,0.0981748
9.908,0.0981748
9.91,0.0981748
9.912,0.0981748
9.914,0.0981748
9.916,0.0981748
9.918,0.0981748
9.92,0.0981748
9.922,0.0981748
9.924,0.0981748
9.926,0.0981748
9.928,0.0981748
9.93,0.0981748
9.932,0.0981748
9.934,0.0981748
9.936,0.0981748
9.938,0.0981748
9.94,0.0981748
9.942,0.0981748
9.944,0.0981748
9.946,0.0981748
9.948,0.0981748
9.95,0.0981748
9.952,0.0981748
9.954,0.0981748
9.956,0.0981748
9.958,0.0981748
9.96,0.0981748
9.962,0.0981748
9.964,0.0981748
9.966,0.0981748
9.968,0.0981748
9.97,0.0981748
9.972,0.0981748
9.974,0.0981748
9.976,0.0981748
9.978,0.0981748
9.98,0.0981748
9.982,0.0981748
9.984,0.0981748
9.986,0.0981748
9.988,0.0981748
9.99,0.0981748
9.992,0.0981748
9.994,0.0981748
9.996,0.0981748
9.998,0.0981748
10,0.0981748
10.002,0.0981748
10.004,0.0981748
10.006,0.0981748
10.008,0.0981748
10.01,0.0981748
10.012,0.0981748
10.014,0.0981748
10.016,0.0981748
10.018,0.0981748
10.02,0.0981748
10.022,0.0981748
10.024,0.0981748
10.026,0.0981748
10.028,0.0981748
10.03,0.0981748
10.032,0.0981748
10.034,0.0981748
10.036,0.0981748
10.038,0.0981748
10.04,0.0981748
10.042,0.0981748
10.044,0.0981748
10.046,0.0981748
10.048,0.0981748
10.05,0.0981748
10.052,0.0981748
10.054,0.0981748
10.056,0.0981748
10.058,0.0981748
10.06,0.0981748
10.062,0.0981748
10.064,0.0981748
10.066,0.0981748
10.068,0.0981748
10.07,0.0981748
10.072,0.0981748
10.074,0.0981748
10.076,0.0981748
10.078,0.0981748
10.08,0.0981748
10.082,0.0981748
10.084,0.0981748
10.086,0.0981748
10.088,0.0981748
10.09,0.0981748
10.092,0.0981748
10.094,0.0981748
10.096,0.0981748
10.098,0.0981748
10.1,0.0981748
10.102,0.0981748
10.104,0.0981748
10.106,0.0981748
10.108,0.0981748
10.11,0.0981748
10.112,0.0981748
10.114,0.0981748
10.116,0.0981748
10.118,0.0981748
10.12,0.0981748
10.122,0.0981748
10.124,0.0981748
10.126,0.0981748
10.128,0.0981748
10.13,0.0981748
10.132,0.0981748
10.134,0.0981748
10.136,0.0981748
10.138,0.0981748
10.14,0.0981748
10.142,0.0981748
10.144,0.0981748
10.146,0.0981748
10.148,0.0981748
10.15,0.0981748
10.152,0.0981748
10.154,0.0981748
10.156,0.0981748
10.158,0.0981748
10.16,0.0981748
10.162,0.0981748
10.164,0.0981748
10.166,0.0981748
10.168,0.0981748
10.17,0.0981748
10.172,0.0981748
10.174,0.0981748
10.176,0.0981748
10.178,0.0981748
10.18,0.0981748
10.182,0.0981748
10.184,0.0951068
10.186,0.0951068
10.188,0.0951068
10.19,0.0951068
10.192,0.0951068
10.194,0.0951068
10.196,0.0951068
10.198,0.0951068
10.2,0.0951068
10.202,0.0951068
10.204,0.0951068
10.206,0.0951068
10.208,0.0951068
10.21,0.0951068
10.212,0.0951068
10.214,0.0951068
10.216,0.0951068
10.218,0.0951068
10.22,0.0951068
10.222,0.0951068
10.224,0.0951068
10.226,0.0951068
10.228,0.0951068
10.23,0.0951068
10.232,0.0951068
10.234,0.0951068
10.236,0.0951068
10.238,0.0951068
10.24,0.0951068
10.242,0.0951068
10.244,0.0951068
10.246,0.0951068
10.248,0.0951068
10.25,0.0951068
10.252,0.0951068
10.254,0.0951068
10.256,0.0951068
10.258,0.0951068
10.26,0.0951068
10.262,0.0951068
10.264,0.0951068
10.266,0.0951068
10.268,0.0951068
10.27,0.0951068
10.272,0.0951068
10.274,0.0951068
10.276,0.0951068
10.278,0.0951068
10.28,0.0951068
10.282,0.0951068
10.284,0.0951068
10.286,0.0951068
10.288,0.0951068
10.29,0.0951068
10.292,0.0951068
10.294,0.0951068
10.296,0.0951068
10.298,0.0951068
10.3,0.0951068
10.302,0.0951068
10.304,0.0951068
10.306,0.0951068
10.308,0.0951068
10.31,0.0951068
10.312,0.0951068
10.314,0.0951068
10.316,0.0951068
10.318,0.0951068
10.32,0.0951068
10.322,0.0951068
10.324,0.0951068
10.326,0.0951068
10.328,0.0951068
10.33,0.0951068
10.332,0.0951068
10.334,0.0951068
10.336,0.0951068
10.338,0.0951068
10.34,0.0951068
10.342,0.0951068
10.344,0.0951068
10.346,0.0951068
10.348,0.0951068
10.35,0.0951068
10.352,0.0951068
10.354,0.0951068
10.356,0.0951068
10.358,0.0951068
10.36,0.0951068
10.362,0.0951068
10.364,0.0951068
10.366,0.0951068
10.368,0.0951068
10.37,0.0951068
10.372,0.0951068
10.374,0.0951068
10.376,0.0951068
10.378,0.0951068
10.38,0.0951068
10.382,0.0951068
10.384,0.0951068
10.386,0.0951068
10.388,0.0951068
10.39,0.0951068
10.392,0.0951068
10.394,0.0951068
10.396,0.0951068
10.398,0.0951068
10.4,0.0951068
10.402,0.0951068
10.404,0.0951068
10.406,0.0951068
10.408,0.0951068
10.41,0.0951068
10.412,0.0951068
10.414,0.0951068
10.416,0.0951068
10.418,0.0951068
10.42,0.0951068
10.422,0.0951068
10.424,0.0951068
10.426,0.0951068
10.428,0.0951068
10.43,0.0951068
10.432,0.0951068
10.434,0.0951068
10.436,0.0951068
10.438,0.0951068
10.44,0.0951068
10.442,0.0951068
10.444,0.0951068
10.446,0.0951068
10.448,0.0951068
10.45,0.0951068
10.452,0.0951068
10.454,0.0951068
10.456,0.0951068
10.458,0.0951068
10.46,0.0951068
10.462,0.0951068
10.464,0.0951068
10.466,0.0951068
10.468,0.0951068
10.47,0.0951068
10.472,0.0951068
10.474,0.0951068
10.476,0.0951068
10.478,0.0951068
10.48,0.0951068
10.482,0.0951068
10.484,0.0951068
10.486,0.0951068
10.488,0.0951068
10.49,0.0951068
10.492,0.0951068
10.494,0.0951068
10.496,0.0951068
10.498,0.0951068
10.5,0.0951068
10.502,0.0951068
10.504,0.0951068
10.506,0.0951068
10.508,0.0951068
10.51,0.0951068
10.512,0.0951068
10.514,0.0951068
10.516,0.0951068
10.518,0.0951068
10.52,0.0951068
10.522,0.0951068
10.524,0.0951068
10.526,0.0951068
10.528,0.0951068
10.53,0.0951068
10.532,0.0951068
10.534,0.0951068
10.536,0.0951068
10.538,0.0951068
10.54,0.0951068
10.542,0.0951068
10.544,0.0951068
10.546,0.0951068
10.548,0.0951068
10.55,0.0951068
10.552,0.0951068
10.554,0.0951068
10.556,0.0951068
10.558,0.0951068
10.56,0.0951068
10.562,0.0951068
10.564,0.0951068
10.566,0.0951068
10.568,0.0951068
10.57,0.0951068
10.572,0.0951068
10.574,0.0951068
10.576,0.0920388
10.578,0.0920388
10.58,0.0920388
10.582,0.0920388
10.584,0.0920388
10.586,0.0920388
10.588,0.0920388
10.59,0.0920388
10.592,0.0920388
10.594,0.0920388
10.596,0.0920388
10.598,0.0920388
10.6,0.0920388
10.602,0.0920388
10.604,0.0920388
10.606,0.0920388
10.608,0.0920388
10.61,0.0920388
10.612,0.0920388
10.614,0.0920388
10.616,0.0920388
10.618,0.0920388
10.62,0.0920388
10.622,0.0920388
10.624,0.0920388
10.626,0.0920388
10.628,0.0920388
10.63,0.0920388
10.632,0.0920388
10.634,0.0920388
10.636,0.0920388
10.638,0.0920388
10.64,0.0920388
10.642,0.0920388
10.644,0.0920388
10.646,0.0920388
10.648,0.0920388
10.65,0.0920388
10.652,0.0920388
10.654,0.0920388
10.656,0.0920388
10.658,0.0920388
10.66,0.0920388
10.662,0.0920388
10.664,0.0920388
10.666,0.0920388
10.668,0.0920388
10.67,0.0920388
10.672,0.0920388
10.674,0.0920388
10.676,0.0920388
10.678,0.0920388
10.68,0.0920388
10.682,0.0920388
10.684,0.0920388
10.686,0.0920388
10.688,0.0920388
10.69,0.0920388
10.692,0.0920388
10.694,0.0920388
10.696,0.0920388
10.698,0.0920388
10.7,0.0920388
10.702,0.0920388
10.704,0.0920388
10.706,0.0920388
10.708,0.0920388
10.71,0.0920388
10.712,0.0920388
10.714,0.0920388
10.716,0.0920388
10.718,0.0920388
10.72,0.0920388
10.722,0.0920388
10.724,0.0920388
10.726,0.0920388
10.728,0.0920388
10.73,0.0920388
10.732,0.0920388
10.734,0.0920388
10.736,0.0920388
10.738,0.0920388
10.74,0.0920388
10.742,0.0920388
10.744,0.0920388
10.746,0.0920388
10.748,0.0920388
10.75,0.0920388
10.752,0.0920388
10.754,0.0920388
10.756,0.0920388
10.758,0.0920388
10.76,0.0920388
