"Time","data"
0.498,0
0.5,0
0.502,0
0.504,-0.00306796
0.506,-0.00306796
0.508,-0.00306796
0.51,-0.00306796
0.512,-0.00306796
0.514,-0.00306796
0.516,-0.00306796
0.518,-0.00306796
0.52,-0.00306796
0.522,-0.00306796
0.524,-0.00306796
0.526,-0.00306796
0.528,-0.00306796
0.53,-0.00306796
0.532,-0.00306796
0.534,-0.00306796
0.536,-0.00306796
0.538,-0.00306796
0.54,-0.00306796
0.542,-0.00306796
0.544,-0.00306796
0.546,-0.00306796
0.548,-0.00306796
0.55,-0.00306796
0.552,-0.00306796
0.554,-0.00306796
0.556,-0.00306796
0.558,-0.00306796
0.56,-0.00306796
0.562,-0.00306796
0.564,-0.00306796
0.566,-0.00306796
0.568,-0.00306796
0.57,-0.00306796
0.572,-0.00306796
0.574,-0.00306796
0.576,-0.00306796
0.578,-0.00306796
0.58,-0.00306796
0.582,-0.00306796
0.584,-0.00306796
0.586,-0.00306796
0.588,-0.00306796
0.59,-0.00306796
0.592,-0.00306796
0.594,-0.00306796
0.596,-0.00306796
0.598,-0.00306796
0.6,-0.00306796
0.602,-0.00306796
0.604,-0.00306796
0.606,-0.00306796
0.608,-0.00306796
0.61,-0.00306796
0.612,-0.00306796
0.614,-0.00306796
0.616,-0.00306796
0.618,-0.00306796
0.62,-0.00306796
0.622,-0.00306796
0.624,-0.00306796
0.626,-0.00306796
0.628,-0.00306796
0.63,-0.00306796
0.632,-0.00306796
0.634,-0.00306796
0.636,-0.00306796
0.638,-0.00306796
0.64,-0.00306796
0.642,-0.00306796
0.644,-0.00306796
0.646,-0.00306796
0.648,-0.00306796
0.65,-0.00306796
0.652,-0.00306796
0.654,-0.00306796
0.656,-0.00306796
0.658,-0.00306796
0.66,-0.00306796
0.662,-0.00306796
0.664,-0.00306796
0.666,-0.00306796
0.668,-0.00306796
0.67,-0.00306796
0.672,-0.00306796
0.674,-0.00306796
0.676,-0.00306796
0.678,-0.00306796
0.68,-0.00306796
0.682,-0.00306796
0.684,-0.00306796
0.686,-0.00306796
0.688,-0.00306796
0.69,-0.00306796
0.692,-0.00306796
0.694,-0.00306796
0.696,-0.00306796
0.698,-0.00306796
0.7,-0.00306796
0.702,-0.00306796
0.704,-0.00306796
0.706,-0.00306796
0.708,-0.00306796
0.71,-0.00306796
0.712,-0.00306796
0.714,-0.00306796
0.716,-0.00306796
0.718,-0.00306796
0.72,-0.00306796
0.722,-0.00306796
0.724,-0.00306796
0.726,-0.00306796
0.728,-0.00306796
0.73,-0.00306796
0.732,-0.00306796
0.734,-0.00306796
0.736,-0.00306796
0.738,-0.00306796
0.74,-0.00306796
0.742,-0.00306796
0.744,-0.00306796
0.746,-0.00306796
0.748,-0.00306796
0.75,-0.00306796
0.752,-0.00306796
0.754,-0.00306796
0.756,-0.00306796
0.758,-0.00306796
0.76,-0.00306796
0.762,-0.00306796
0.764,-0.00306796
0.766,-0.00306796
0.768,-0.00306796
0.77,-0.00306796
0.772,-0.00306796
0.774,-0.00306796
0.776,-0.00306796
0.778,-0.00306796
0.78,-0.00306796
0.782,-0.00306796
0.784,-0.00306796
0.786,-0.00306796
0.788,-0.00306796
0.79,-0.00306796
0.792,-0.00306796
0.794,-0.00306796
0.796,-0.00306796
0.798,-0.00306796
0.8,-0.00306796
0.802,-0.00306796
0.804,-0.00306796
0.806,-0.00306796
0.808,-0.00306796
0.81,-0.00306796
0.812,-0.00306796
0.814,-0.00306796
0.816,-0.00306796
0.818,-0.00306796
0.82,-0.00306796
0.822,-0.00306796
0.824,-0.00306796
0.826,-0.00306796
0.828,-0.00306796
0.83,-0.00306796
0.832,-0.00306796
0.834,-0.00306796
0.836,-0.00306796
0.838,-0.00306796
0.84,-0.00306796
0.842,-0.00306796
0.844,-0.00306796
0.846,-0.00306796
0.848,-0.00306796
0.85,-0.00306796
0.852,-0.00306796
0.854,-0.00306796
0.856,-0.00306796
0.858,-0.00306796
0.86,-0.00306796
0.862,-0.00306796
0.864,-0.00306796
0.866,-0.00306796
0.868,-0.00306796
0.87,-0.00306796
0.872,-0.00306796
0.874,-0.00306796
0.876,-0.00306796
0.878,-0.00306796
0.88,-0.00306796
0.882,-0.00306796
0.884,-0.00306796
0.886,-0.00306796
0.888,-0.00306796
0.89,-0.00306796
0.892,-0.00306796
0.894,-0.00306796
0.896,-0.00306796
0.898,-0.00306796
0.9,-0.00306796
0.902,-0.00306796
0.904,-0.00306796
0.906,-0.00306796
0.908,-0.00306796
0.91,-0.00306796
0.912,-0.00306796
0.914,-0.00306796
0.916,-0.00306796
0.918,-0.00306796
0.92,-0.00306796
0.922,-0.00306796
0.924,-0.00306796
0.926,-0.00306796
0.928,-0.00306796
0.93,-0.00306796
0.932,-0.00306796
0.934,-0.00306796
0.936,-0.00306796
0.938,-0.00306796
0.94,-0.00306796
0.942,-0.00306796
0.944,-0.00306796
0.946,-0.00306796
0.948,-0.00306796
0.95,-0.00306796
0.952,-0.00306796
0.954,-0.00306796
0.956,-0.00306796
0.958,-0.00306796
0.96,-0.00306796
0.962,-0.00306796
0.964,-0.00306796
0.966,-0.00306796
0.968,-0.00306796
0.97,-0.00306796
0.972,-0.00306796
0.974,-0.00306796
0.976,-0.00306796
0.978,-0.00306796
0.98,-0.00306796
0.982,-0.00306796
0.984,-0.00306796
0.986,-0.00306796
0.988,-0.00306796
0.99,-0.00306796
0.992,-0.00306796
0.994,-0.00306796
0.996,-0.00306796
0.998,-0.00306796
1,-0.00306796
1.002,-0.00306796
1.004,-0.00306796
1.006,-0.00306796
1.008,-0.00306796
1.01,-0.00306796
1.012,-0.00306796
1.014,-0.00306796
1.016,-0.00306796
1.018,-0.00306796
1.02,-0.00306796
1.022,-0.00306796
1.024,-0.00306796
1.026,-0.00306796
1.028,-0.00306796
1.03,-0.00306796
1.032,-0.00306796
1.034,-0.00306796
1.036,-0.00306796
1.038,-0.00306796
1.04,-0.00306796
1.042,-0.00306796
1.044,-0.00306796
1.046,-0.00306796
1.048,-0.00306796
1.05,-0.00306796
1.052,-0.00306796
1.054,-0.00306796
1.056,-0.00306796
1.058,-0.00306796
1.06,-0.00306796
1.062,-0.00306796
1.064,-0.00306796
1.066,-0.00306796
1.068,-0.00306796
1.07,-0.00306796
1.072,-0.00306796
1.074,-0.00306796
1.076,-0.00306796
1.078,-0.00306796
1.08,-0.00306796
1.082,-0.00306796
1.084,-0.00306796
1.086,-0.00306796
1.088,-0.00306796
1.09,-0.00306796
1.092,-0.00306796
1.094,-0.00306796
1.096,-0.00306796
1.098,-0.00306796
1.1,-0.00306796
1.102,-0.00306796
1.104,-0.00306796
1.106,-0.00306796
1.108,-0.00306796
1.11,-0.00306796
1.112,-0.00306796
1.114,-0.00306796
1.116,-0.00306796
1.118,-0.00306796
1.12,-0.00306796
1.122,-0.00306796
1.124,-0.00306796
1.126,-0.00306796
1.128,-0.00306796
1.13,-0.00306796
1.132,-0.00306796
1.134,-0.00306796
1.136,-0.00306796
1.138,-0.00306796
1.14,-0.00306796
1.142,-0.00306796
1.144,-0.00306796
1.146,-0.00306796
1.148,-0.00306796
1.15,-0.00306796
1.152,-0.00306796
1.154,-0.00306796
1.156,-0.00306796
1.158,-0.00306796
1.16,-0.00306796
1.162,-0.00306796
1.164,-0.00306796
1.166,-0.00306796
1.168,-0.00306796
1.17,-0.00306796
1.172,-0.00306796
1.174,-0.00306796
1.176,-0.00306796
1.178,-0.00306796
1.18,-0.00306796
1.182,-0.00306796
1.184,-0.00306796
1.186,-0.00306796
1.188,-0.00306796
1.19,-0.00306796
1.192,-0.00306796
1.194,-0.00306796
1.196,-0.00306796
1.198,-0.00306796
1.2,-0.00306796
1.202,-0.00306796
1.204,-0.00306796
1.206,-0.00306796
1.208,-0.00306796
1.21,-0.00306796
1.212,-0.00306796
1.214,-0.00306796
1.216,-0.00306796
1.218,-0.00306796
1.22,-0.00306796
1.222,-0.00306796
1.224,-0.00306796
1.226,-0.00306796
1.228,-0.00306796
1.23,-0.00306796
1.232,-0.00306796
1.234,-0.00306796
1.236,-0.00306796
1.238,-0.00306796
1.24,-0.00306796
1.242,-0.00306796
1.244,-0.00306796
1.246,-0.00306796
1.248,-0.00306796
1.25,-0.00306796
1.252,-0.00306796
1.254,-0.00306796
1.256,-0.00306796
1.258,-0.00306796
1.26,-0.00306796
1.262,-0.00306796
1.264,-0.00306796
1.266,-0.00306796
1.268,-0.00306796
1.27,-0.00306796
1.272,-0.00306796
1.274,-0.00306796
1.276,-0.00306796
1.278,-0.00306796
1.28,-0.00306796
1.282,-0.00306796
1.284,-0.00306796
1.286,-0.00306796
1.288,-0.00306796
1.29,-0.00306796
1.292,-0.00306796
1.294,-0.00306796
1.296,-0.00306796
1.298,-0.00306796
1.3,-0.00306796
1.302,-0.00306796
1.304,-0.00306796
1.306,-0.00306796
1.308,-0.00306796
1.31,-0.00306796
1.312,-0.00306796
1.314,-0.00306796
1.316,-0.00306796
1.318,-0.00306796
1.32,-0.00306796
1.322,-0.00306796
1.324,-0.00306796
1.326,-0.00306796
1.328,-0.00306796
1.33,-0.00306796
1.332,-0.00306796
1.334,-0.00306796
1.336,-0.00306796
1.338,-0.00306796
1.34,-0.00306796
1.342,-0.00306796
1.344,-0.00306796
1.346,-0.00306796
1.348,-0.00306796
1.35,-0.00306796
1.352,-0.00306796
1.354,-0.00306796
1.356,-0.00306796
1.358,-0.00306796
1.36,-0.00306796
1.362,-0.00306796
1.364,-0.00306796
1.366,-0.00306796
1.368,-0.00306796
1.37,-0.00306796
1.372,-0.00306796
1.374,-0.00306796
1.376,-0.00306796
1.378,-0.00306796
1.38,-0.00306796
1.382,-0.00306796
1.384,-0.00306796
1.386,-0.00306796
1.388,-0.00306796
1.39,-0.00306796
1.392,-0.00306796
1.394,-0.00306796
1.396,-0.00306796
1.398,-0.00306796
1.4,-0.00306796
1.402,-0.00306796
1.404,-0.00306796
1.406,-0.00306796
1.408,-0.00306796
1.41,-0.00306796
1.412,-0.00306796
1.414,-0.00306796
1.416,-0.00306796
1.418,-0.00306796
1.42,-0.00306796
1.422,-0.00306796
1.424,-0.00306796
1.426,-0.00306796
1.428,-0.00306796
1.43,-0.00306796
1.432,-0.00306796
1.434,-0.00306796
1.436,-0.00306796
1.438,-0.00306796
1.44,-0.00306796
1.442,-0.00306796
1.444,-0.00306796
1.446,-0.00306796
1.448,-0.00306796
1.45,-0.00306796
1.452,-0.00306796
1.454,-0.00306796
1.456,-0.00306796
1.458,-0.00306796
1.46,-0.00306796
1.462,-0.00306796
1.464,-0.00306796
1.466,-0.00306796
1.468,-0.00306796
1.47,-0.00306796
1.472,-0.00306796
1.474,-0.00306796
1.476,-0.00306796
1.478,-0.00306796
1.48,-0.00306796
1.482,-0.00306796
1.484,-0.00306796
1.486,-0.00306796
1.488,-0.00306796
1.49,-0.00306796
1.492,-0.00306796
1.494,-0.00306796
1.496,-0.00306796
1.498,-0.00306796
1.5,-0.00306796
1.502,-0.00306796
1.504,-0.00306796
1.506,0
1.508,0
1.51,0
1.512,0
1.514,0.00306796
1.516,0.00306796
1.518,0.00306796
1.52,0.00613592
1.522,0.00613592
1.524,0.00920388
1.526,0.00920388
1.528,0.0122718
1.53,0.0122718
1.532,0.0153398
1.534,0.0153398
1.536,0.0184078
1.538,0.0184078
1.54,0.0214757
1.542,0.0245437
1.544,0.0245437
1.546,0.0276117
1.548,0.0276117
1.55,0.0306796
1.552,0.0337476
1.554,0.0337476
1.556,0.0368155
1.558,0.0368155
1.56,0.0398835
1.562,0.0429515
1.564,0.0429515
1.566,0.0460194
1.568,0.0460194
1.57,0.0490874
1.572,0.0521553
1.574,0.0521553
1.576,0.0552233
1.578,0.0552233
1.58,0.0582913
1.582,0.0582913
1.584,0.0613592
1.586,0.0613592
1.588,0.0644272
1.59,0.0674952
1.592,0.0674952
1.594,0.0674952
1.596,0.0705631
1.598,0.0705631
1.6,0.0736311
1.602,0.0736311
1.604,0.076699
1.606,0.076699
1.608,0.079767
1.61,0.079767
1.612,0.082835
1.614,0.082835
1.616,0.0859029
1.618,0.0859029
1.62,0.0889709
1.622,0.0889709
1.624,0.0920388
1.626,0.0920388
1.628,0.0951068
1.63,0.0951068
1.632,0.0981748
1.634,0.101243
1.636,0.101243
1.638,0.104311
1.64,0.104311
1.642,0.107379
1.644,0.107379
1.646,0.110447
1.648,0.113515
1.65,0.113515
1.652,0.116583
1.654,0.119651
1.656,0.119651
1.658,0.122718
1.66,0.125786
1.662,0.125786
1.664,0.128854
1.666,0.131922
1.668,0.131922
1.67,0.13499
1.672,0.138058
1.674,0.138058
1.676,0.141126
1.678,0.144194
1.68,0.144194
1.682,0.147262
1.684,0.15033
1.686,0.153398
1.688,0.153398
1.69,0.156466
1.692,0.159534
1.694,0.159534
1.696,0.162602
1.698,0.16567
1.7,0.16567
1.702,0.168738
1.704,0.171806
1.706,0.174874
1.708,0.177942
1.71,0.177942
1.712,0.18101
1.714,0.184078
1.716,0.184078
1.718,0.187146
1.72,0.190214
1.722,0.193282
1.724,0.193282
1.726,0.19635
1.728,0.199418
1.73,0.199418
1.732,0.202485
1.734,0.205553
1.736,0.205553
1.738,0.208621
1.74,0.211689
1.742,0.214757
1.744,0.214757
1.746,0.217825
1.748,0.220893
1.75,0.220893
1.752,0.223961
1.754,0.227029
1.756,0.227029
1.758,0.230097
1.76,0.233165
1.762,0.236233
1.764,0.236233
1.766,0.239301
1.768,0.242369
1.77,0.242369
1.772,0.245437
1.774,0.248505
1.776,0.251573
1.778,0.251573
1.78,0.254641
1.782,0.257709
1.784,0.260777
1.786,0.260777
1.788,0.263845
1.79,0.266913
1.792,0.269981
1.794,0.273049
1.796,0.273049
1.798,0.276117
1.8,0.279185
1.802,0.282252
1.804,0.28532
1.806,0.28532
1.808,0.288388
1.81,0.291456
1.812,0.294524
1.814,0.297592
1.816,0.30066
1.818,0.303728
1.82,0.303728
1.822,0.306796
1.824,0.309864
1.826,0.312932
1.828,0.316
1.83,0.319068
1.832,0.322136
1.834,0.325204
1.836,0.328272
1.838,0.33134
1.84,0.334408
1.842,0.334408
1.844,0.337476
1.846,0.340544
1.848,0.343612
1.85,0.34668
1.852,0.349748
1.854,0.352816
1.856,0.355884
1.858,0.358952
1.86,0.358952
1.862,0.362019
1.864,0.365087
1.866,0.368155
1.868,0.371223
1.87,0.374291
1.872,0.374291
1.874,0.377359
1.876,0.380427
1.878,0.383495
1.88,0.386563
1.882,0.389631
1.884,0.389631
1.886,0.392699
1.888,0.395767
1.89,0.398835
1.892,0.401903
1.894,0.401903
1.896,0.404971
1.898,0.408039
1.9,0.411107
1.902,0.411107
1.904,0.414175
1.906,0.417243
1.908,0.420311
1.91,0.423379
1.912,0.423379
1.914,0.426447
1.916,0.429515
1.918,0.432583
1.92,0.435651
1.922,0.435651
1.924,0.438719
1.926,0.441786
1.928,0.444854
1.93,0.444854
1.932,0.447922
1.934,0.45099
1.936,0.454058
1.938,0.457126
1.94,0.457126
1.942,0.460194
1.944,0.463262
1.946,0.46633
1.948,0.46633
1.95,0.469398
1.952,0.472466
1.954,0.475534
1.956,0.475534
1.958,0.478602
1.96,0.48167
1.962,0.484738
1.964,0.484738
1.966,0.487806
1.968,0.490874
1.97,0.493942
1.972,0.49701
1.974,0.49701
1.976,0.500078
1.978,0.503146
1.98,0.503146
1.982,0.506214
1.984,0.509282
1.986,0.509282
1.988,0.51235
1.99,0.515418
1.992,0.515418
1.994,0.518486
1.996,0.521553
1.998,0.521553
2,0.524621
2.002,0.524621
2.004,0.527689
2.006,0.530757
2.008,0.530757
2.01,0.533825
2.012,0.536893
2.014,0.536893
2.016,0.539961
2.018,0.543029
2.02,0.543029
2.022,0.546097
2.024,0.546097
2.026,0.549165
2.028,0.552233
2.03,0.555301
2.032,0.555301
2.034,0.558369
2.036,0.561437
2.038,0.561437
2.04,0.564505
2.042,0.567573
2.044,0.570641
2.046,0.570641
2.048,0.573709
2.05,0.576777
2.052,0.576777
2.054,0.579845
2.056,0.582913
2.058,0.585981
2.06,0.585981
2.062,0.589049
2.064,0.592117
2.066,0.595185
2.068,0.598253
2.07,0.598253
2.072,0.60132
2.074,0.604388
2.076,0.607456
2.078,0.610524
2.08,0.610524
2.082,0.613592
2.084,0.61666
2.086,0.619728
2.088,0.619728
2.09,0.622796
2.092,0.625864
2.094,0.628932
2.096,0.632
2.098,0.632
2.1,0.635068
2.102,0.638136
2.104,0.638136
2.106,0.641204
2.108,0.644272
2.11,0.644272
2.112,0.64734
2.114,0.650408
2.116,0.650408
2.118,0.653476
2.12,0.656544
2.122,0.656544
2.124,0.659612
2.126,0.659612
2.128,0.66268
2.13,0.66268
2.132,0.665748
2.134,0.665748
2.136,0.668816
2.138,0.668816
2.14,0.668816
2.142,0.671884
2.144,0.671884
2.146,0.674952
2.148,0.674952
2.15,0.67802
2.152,0.67802
2.154,0.681087
2.156,0.681087
2.158,0.684155
2.16,0.684155
2.162,0.687223
2.164,0.690291
2.166,0.690291
2.168,0.693359
2.17,0.696427
2.172,0.696427
2.174,0.699495
2.176,0.702563
2.178,0.705631
2.18,0.705631
2.182,0.708699
2.184,0.711767
2.186,0.714835
2.188,0.717903
2.19,0.720971
2.192,0.720971
2.194,0.724039
2.196,0.727107
2.198,0.730175
2.2,0.733243
2.202,0.733243
2.204,0.736311
2.206,0.739379
2.208,0.742447
2.21,0.745515
2.212,0.745515
2.214,0.748583
2.216,0.751651
2.218,0.754719
2.22,0.757787
2.222,0.757787
2.224,0.760854
2.226,0.763922
2.228,0.763922
2.23,0.76699
2.232,0.770058
2.234,0.770058
2.236,0.773126
2.238,0.773126
2.24,0.776194
2.242,0.779262
2.244,0.779262
2.246,0.78233
2.248,0.78233
2.25,0.785398
2.252,0.785398
2.254,0.788466
2.256,0.791534
2.258,0.791534
2.26,0.794602
2.262,0.794602
2.264,0.79767
2.266,0.800738
2.268,0.800738
2.27,0.803806
2.272,0.803806
2.274,0.806874
2.276,0.809942
2.278,0.809942
2.28,0.81301
2.282,0.816078
2.284,0.816078
2.286,0.819146
2.288,0.822214
2.29,0.822214
2.292,0.825282
2.294,0.82835
2.296,0.831418
2.298,0.831418
2.3,0.834486
2.302,0.837554
2.304,0.837554
2.306,0.840621
2.308,0.843689
2.31,0.846757
2.312,0.846757
2.314,0.849825
2.316,0.852893
2.318,0.855961
2.32,0.859029
2.322,0.862097
2.324,0.865165
2.326,0.865165
2.328,0.868233
2.33,0.871301
2.332,0.871301
2.334,0.874369
2.336,0.877437
2.338,0.877437
2.34,0.880505
2.342,0.880505
2.344,0.883573
2.346,0.886641
2.348,0.886641
2.35,0.889709
2.352,0.889709
2.354,0.892777
2.356,0.892777
2.358,0.892777
2.36,0.895845
2.362,0.895845
2.364,0.898913
2.366,0.898913
2.368,0.901981
2.37,0.901981
2.372,0.905049
2.374,0.905049
2.376,0.908117
2.378,0.908117
2.38,0.911185
2.382,0.914253
2.384,0.914253
2.386,0.917321
2.388,0.917321
2.39,0.920388
2.392,0.920388
2.394,0.923456
2.396,0.926524
2.398,0.926524
2.4,0.929592
2.402,0.93266
2.404,0.93266
2.406,0.935728
2.408,0.938796
2.41,0.938796
2.412,0.941864
2.414,0.941864
2.416,0.944932
2.418,0.948
2.42,0.951068
2.422,0.951068
2.424,0.954136
2.426,0.957204
2.428,0.957204
2.43,0.960272
2.432,0.96334
2.434,0.96334
2.436,0.966408
2.438,0.969476
2.44,0.969476
2.442,0.972544
2.444,0.975612
2.446,0.97868
2.448,0.97868
2.45,0.981748
2.452,0.981748
2.454,0.984816
2.456,0.987884
2.458,0.987884
2.46,0.990952
2.462,0.990952
2.464,0.99402
2.466,0.99402
2.468,0.997088
2.47,0.997088
2.472,1.00016
2.474,1.00016
2.476,1.00322
2.478,1.00322
2.48,1.00322
2.482,1.00629
2.484,1.00629
2.486,1.00936
2.488,1.00936
2.49,1.01243
2.492,1.01243
2.494,1.0155
2.496,1.0155
2.498,1.01856
2.5,1.01856
2.502,1.02163
2.504,1.02163
2.506,1.0247
2.508,1.0247
2.51,1.02777
2.512,1.02777
2.514,1.03084
2.516,1.03084
2.518,1.0339
2.52,1.03697
2.522,1.03697
2.524,1.04004
2.526,1.04311
2.528,1.04311
2.53,1.04617
2.532,1.04924
2.534,1.04924
2.536,1.05231
2.538,1.05538
2.54,1.05538
2.542,1.05845
2.544,1.06151
2.546,1.06151
2.548,1.06458
2.55,1.06765
2.552,1.06765
2.554,1.07072
2.556,1.07379
2.558,1.07379
2.56,1.07685
2.562,1.07685
2.564,1.07992
2.566,1.07992
2.568,1.08299
2.57,1.08606
2.572,1.08606
2.574,1.08913
2.576,1.08913
2.578,1.09219
2.58,1.09219
2.582,1.09219
2.584,1.09526
2.586,1.09526
2.588,1.09833
2.59,1.09833
2.592,1.1014
2.594,1.1014
2.596,1.1014
2.598,1.10447
2.6,1.10447
2.602,1.10753
2.604,1.10753
2.606,1.1106
2.608,1.1106
2.61,1.1106
2.612,1.11367
2.614,1.11367
2.616,1.11674
2.618,1.11674
2.62,1.11981
2.622,1.11981
2.624,1.12287
2.626,1.12287
2.628,1.12594
2.63,1.12594
2.632,1.12901
2.634,1.12901
2.636,1.13208
2.638,1.13208
2.64,1.13515
2.642,1.13515
2.644,1.13821
2.646,1.13821
2.648,1.14128
2.65,1.14128
2.652,1.14435
2.654,1.14435
2.656,1.14742
2.658,1.14742
2.66,1.15049
2.662,1.15049
2.664,1.15355
2.666,1.15355
2.668,1.15662
2.67,1.15662
2.672,1.15969
2.674,1.15969
2.676,1.16276
2.678,1.16276
2.68,1.16276
2.682,1.16583
2.684,1.16583
2.686,1.16889
2.688,1.16889
2.69,1.16889
2.692,1.17196
2.694,1.17196
2.696,1.17503
2.698,1.17503
2.7,1.17503
2.702,1.1781
2.704,1.1781
2.706,1.18117
2.708,1.18117
2.71,1.18423
2.712,1.18423
2.714,1.18423
2.716,1.1873
2.718,1.1873
2.72,1.19037
2.722,1.19037
2.724,1.19037
2.726,1.19344
2.728,1.19344
2.73,1.19651
2.732,1.19651
2.734,1.19957
2.736,1.19957
2.738,1.19957
2.74,1.20264
2.742,1.20264
2.744,1.20571
2.746,1.20571
2.748,1.20878
2.75,1.20878
2.752,1.21184
2.754,1.21184
2.756,1.21491
2.758,1.21491
2.76,1.21798
2.762,1.21798
2.764,1.22105
2.766,1.22105
2.768,1.22412
2.77,1.22412
2.772,1.22412
2.774,1.22718
2.776,1.22718
2.778,1.23025
2.78,1.23025
2.782,1.23332
2.784,1.23332
2.786,1.23332
2.788,1.23639
2.79,1.23639
2.792,1.23639
2.794,1.23946
2.796,1.23946
2.798,1.23946
2.8,1.24252
2.802,1.24252
2.804,1.24252
2.806,1.24559
2.808,1.24559
2.81,1.24559
2.812,1.24866
2.814,1.24866
2.816,1.24866
2.818,1.24866
2.82,1.25173
2.822,1.25173
2.824,1.25173
2.826,1.25173
2.828,1.2548
2.83,1.2548
2.832,1.2548
2.834,1.2548
2.836,1.25786
2.838,1.25786
2.84,1.25786
2.842,1.25786
2.844,1.26093
2.846,1.26093
2.848,1.26093
2.85,1.26093
2.852,1.264
2.854,1.264
2.856,1.264
2.858,1.26707
2.86,1.26707
2.862,1.26707
2.864,1.27014
2.866,1.27014
2.868,1.27014
2.87,1.27014
2.872,1.2732
2.874,1.2732
2.876,1.2732
2.878,1.2732
2.88,1.27627
2.882,1.27627
2.884,1.27627
2.886,1.27627
2.888,1.27934
2.89,1.27934
2.892,1.27934
2.894,1.27934
2.896,1.28241
2.898,1.28241
2.9,1.28241
2.902,1.28241
2.904,1.28241
2.906,1.28548
2.908,1.28548
2.91,1.28548
2.912,1.28548
2.914,1.28548
2.916,1.28854
2.918,1.28854
2.92,1.28854
2.922,1.28854
2.924,1.28854
2.926,1.29161
2.928,1.29161
2.93,1.29161
2.932,1.29161
2.934,1.29468
2.936,1.29468
2.938,1.29468
2.94,1.29468
2.942,1.29775
2.944,1.29775
2.946,1.29775
2.948,1.29775
2.95,1.30082
2.952,1.30082
2.954,1.30082
2.956,1.30082
2.958,1.30388
2.96,1.30388
2.962,1.30388
2.964,1.30388
2.966,1.30695
2.968,1.30695
2.97,1.30695
2.972,1.30695
2.974,1.31002
2.976,1.31002
2.978,1.31002
2.98,1.31002
2.982,1.31002
2.984,1.31309
2.986,1.31309
2.988,1.31309
2.99,1.31309
2.992,1.31309
2.994,1.31616
2.996,1.31616
2.998,1.31616
3,1.31616
3.002,1.31922
3.004,1.31922
3.006,1.31922
3.008,1.31922
3.01,1.32229
3.012,1.32229
3.014,1.32229
3.016,1.32229
3.018,1.32229
3.02,1.32536
3.022,1.32536
3.024,1.32536
3.026,1.32536
3.028,1.32536
3.03,1.32843
3.032,1.32843
3.034,1.32843
3.036,1.32843
3.038,1.3315
3.04,1.3315
3.042,1.3315
3.044,1.3315
